density,architecture,repetition,absorbedPAR_umol_m2_s1,log_absorbedPAR_umol_m2_s1
Low,architectureB,39,21.85261978743725,1.339503509545583
Low,architectureC,39,26.25328178436894,1.41918359999936
Low,architectureD,39,8.700680978266385,0.9395532449783323
Low,control,39,26.80340969219136,1.428190044637442
Low,architectureA,3,24.1725454917852,1.3833223862300328
Low,architectureB,3,35.6351179169096,1.5518782002195006
Low,architectureC,3,29.95486703000615,1.476467396092541
Low,architectureD,3,18.18175308287012,1.2596357555367068
Low,control,3,19.50471564874501,1.290139623292715
Low,architectureA,40,28.382659627535077,1.4530530890581208
Low,architectureB,40,29.86440565599614,1.4751538760933138
Low,architectureC,40,43.91515593270365,1.6426144291715479
Low,architectureD,40,17.79524236136978,1.2503039072310562
Low,control,40,19.11858400758239,1.2814557236897761
Low,architectureA,41,23.14905356090606,1.3645332397739158
Low,architectureB,41,21.531921035685844,1.3330827784523633
Low,architectureC,41,39.30607039223276,1.5944596275831222
Low,architectureD,41,13.616055377592092,1.1340513090546842
Low,control,41,17.17796744968284,1.2349717754668024
Low,architectureA,42,14.81919737740902,1.1708246824556092
Low,architectureB,42,32.36143342458378,1.5100277501033852
Low,architectureC,42,31.297754000254816,1.4955131726808175
Low,architectureD,42,20.036708378401293,1.301826377349303
Low,control,42,32.59812937520582,1.5131926790453933
Low,architectureA,43,20.43705784868433,1.3104183742390405
Low,architectureB,43,15.397679777632955,1.187455283454168
Low,architectureC,43,32.829604036696274,1.516265644663093
Low,architectureD,43,15.924366673694054,1.202062169070852
Low,control,43,22.266417227134816,1.3476503425993398
Low,architectureA,44,24.20992288150944,1.383993406038666
Low,architectureB,44,19.88135437022592,1.2984459663530652
Low,architectureC,44,44.65441055082361,1.6498643609465162
Low,architectureD,44,14.484323212594742,1.1608982073822165
Low,control,44,29.30815082980193,1.466988417901161
Low,architectureA,45,15.285990937972516,1.1842935977852826
Low,architectureB,45,25.201229136745336,1.4014217230945651
Low,architectureC,45,47.60453199244365,1.677648299897368
Low,architectureD,45,11.304426805466036,1.0532485462006869
Low,control,45,15.83866460535813,1.1997185624193776
Low,architectureA,46,17.263086395662512,1.2371184440312977
Low,architectureB,46,21.78540804111026,1.3381656986919237
Low,architectureC,46,32.63066557171342,1.513625932236373
Low,architectureD,46,13.150958664196372,1.118957412703729
Low,control,46,22.49546347781216,1.3520949454359146
Low,architectureA,47,14.609805457398451,1.1646444329540868
Low,architectureB,47,22.511022723489425,1.3523952263678314
Low,architectureC,47,30.852709258185644,1.4892933065934966
Low,architectureD,47,21.436213621146702,1.3311480763256216
Low,control,47,21.872058812414423,1.3398896650123677
Low,architectureA,48,12.147934671052504,1.0845024477113498
Low,architectureB,48,20.413850582635785,1.3099249316667096
Low,architectureC,48,32.08304953830991,1.5062756418663477
Low,architectureD,48,31.24798911595177,1.4948220746738448
Low,control,48,29.45354773363472,1.4691376138376655
Low,architectureA,49,21.27849322948544,1.3279408714947945
Low,architectureB,49,23.0503717834755,1.362677934593768
Low,architectureC,49,46.60714112342301,1.6684524641769394
Low,architectureD,49,21.016729212157824,1.322565128645644
Low,control,49,35.84579733502556,1.5544382450470817
Low,architectureA,4,19.09197402947403,1.2808508349303371
Low,architectureB,4,26.563307065700634,1.4242821426454222
Low,architectureC,4,48.39370495216882,1.684788872339832
Low,architectureD,4,19.66673281346558,1.2937322176245896
Low,control,4,24.577215375510587,1.3905326753137597
Low,architectureA,50,17.55348046048745,1.2443632401705953
Low,architectureB,50,22.75935067878876,1.3571598675366694
Low,architectureC,50,35.53661158454418,1.5506760154701347
Low,architectureD,50,29.740090213377613,1.4733422815737185
Low,control,50,31.675774869154303,1.5007272476212026
Low,architectureA,51,20.18392956755862,1.3050057220282456
Low,architectureB,51,13.430566130109016,1.1280943195935382
Low,architectureC,51,35.96147468611881,1.5558374927083605
Low,architectureD,51,5.801944693432058,0.7635735846093976
Low,control,51,17.696593612491174,1.2478896777928574
Low,architectureA,52,21.396173761130413,1.3303361161996892
Low,architectureB,52,25.81006724566941,1.4117891360582087
Low,architectureC,52,48.21236896854553,1.6831584715512575
Low,architectureD,52,26.383911634842992,1.4213391837611642
Low,control,52,25.75561075278389,1.4108718529321433
Low,architectureA,53,24.15327044800678,1.382975944253523
Low,architectureB,53,18.69753671122689,1.2717843946013223
Low,architectureC,53,34.4060564259947,1.5366348972481376
Low,architectureD,53,13.20390494735189,1.120702389258005
Low,control,53,25.566917659735772,1.4076783727639932
Low,architectureA,54,21.08055808824877,1.3238821042368327
Low,architectureB,54,15.766128828373873,1.1977250709534477
Low,architectureC,54,43.82576691714474,1.6417295246510535
Low,architectureD,54,16.051787075112948,1.2055233902396718
Low,control,54,23.233552566186727,1.3661156214200658
Low,architectureA,55,18.43125455950359,1.2655548973311803
Low,architectureB,55,30.35824096933902,1.4822766038689852
Low,architectureC,55,40.47559294839434,1.607193219681853
Low,architectureD,55,14.082891392362772,1.1486918300072535
Low,control,55,17.820955657241708,1.250930989573931
Low,architectureA,56,22.56208769577206,1.353379282935621
Low,architectureB,56,20.366738916143543,1.3089214961526858
Low,architectureC,56,31.383587475477658,1.496702586534264
Low,architectureD,56,10.272224018357186,1.011664481993811
Low,control,56,27.82520136636172,1.4444383159351664
Low,architectureA,57,14.622603148194523,1.1650246935698922
Low,architectureB,57,21.361425964904917,1.3296302403049773
Low,architectureC,57,43.81742538425109,1.6416468557837487
Low,architectureD,57,18.40982924131793,1.2650497602640751
Low,control,57,20.11300836148499,1.3034770341510935
Low,architectureA,58,16.273093966198882,1.2114701322056163
Low,architectureB,58,17.767692499671238,1.249631029396137
Low,architectureC,58,34.71180701728573,1.540477222637378
Low,architectureD,58,22.44395139107236,1.3510993194409764
Low,control,58,20.31544025997096,1.307826238447032
Low,architectureA,59,18.229605182019665,1.2607772627785623
Low,architectureB,59,14.493208540892804,1.1611645412579594
Low,architectureC,59,38.83509037901598,1.5892243202041427
Low,architectureD,59,12.824224819244478,1.1080311229535011
Low,control,59,19.503021735194924,1.2901019047600637
Low,architectureA,5,15.912124009803849,1.2017281547671868
Low,architectureB,5,18.048113938324494,1.2564318240269523
Low,architectureC,5,36.01402489625114,1.5564716604590811
Low,architectureD,5,21.03624505600928,1.3229682213662102
Low,control,5,15.342954098716003,1.185908985770417
Low,architectureA,60,22.753222666394176,1.3570429169101292
Low,architectureB,60,18.44224928589544,1.2658138881319216
Low,architectureC,60,49.7828065047061,1.6970793763053253
Low,architectureD,60,14.667482459899254,1.1663555775378651
Low,control,60,19.40696600044172,1.2879576450092474
Low,architectureA,61,15.346653485611478,1.1860136872279705
Low,architectureB,61,22.615544432786944,1.3544070471475624
Low,architectureC,61,36.75862950246354,1.5653593109128487
Low,architectureD,61,13.636321190641295,1.1346972220728662
Low,control,61,22.86555332345424,1.3591817153346883
Low,architectureA,62,16.36721952488405,1.213974907416619
Low,architectureB,62,30.983571037886435,1.4911314712886228
Low,architectureC,62,29.53174928895884,1.470289172804609
Low,architectureD,62,28.52790369345716,1.4552698597113016
Low,control,62,17.92244345662312,1.253397218907966
Low,architectureA,63,36.65711047957805,1.5641582284321838
Low,architectureB,63,27.16981626850512,1.4340867015815209
Low,architectureC,63,26.09536686480148,1.4165634068147372
Low,architectureD,63,14.321107548530732,1.1559766062131267
Low,control,63,20.85320873275709,1.3191728903750781
Low,architectureA,64,22.2371455592303,1.3470790388706344
Low,architectureB,64,21.06035806164421,1.3234657506516678
Low,architectureC,64,32.17659503686733,1.5075400846685831
Low,architectureD,64,17.525662252223867,1.2436744378827644
Low,control,64,32.55982844629184,1.5126821079792925
Low,architectureA,65,19.972451426698296,1.3004313736212259
Low,architectureB,65,33.74874713539339,1.5282576550252744
Low,architectureC,65,37.34374894021296,1.5722179146393054
Low,architectureD,65,12.19870430606383,1.0863137042312958
Low,control,65,26.15266306655005,1.4175159186801929
Low,architectureA,66,18.02074327138749,1.255772699628898
Low,architectureB,66,19.893690055746312,1.2987153473381066
Low,architectureC,66,33.73844141010446,1.528125015934619
Low,architectureD,66,14.38764897362746,1.1579898334642185
Low,control,66,25.33366620499197,1.4036980440101332
Low,architectureA,67,22.0698912888807,1.3438001939339472
Low,architectureB,67,30.30083715723513,1.481454627437791
Low,architectureC,67,41.31560319668064,1.616114097721232
Low,architectureD,67,18.124496045083976,1.2582659397736842
Low,control,67,18.91979350361977,1.2769163920695865
Low,architectureA,68,23.30416898939838,1.3674336209028721
Low,architectureB,68,27.276792135804307,1.4357932941502682
Low,architectureC,68,46.27258288698484,1.665323742038417
Low,architectureD,68,10.25112818703552,1.0107716642641187
Low,control,68,22.36102446720957,1.3494916968111597
Low,architectureA,69,19.929905344386857,1.2995052360558268
Low,architectureB,69,22.58503761577733,1.3538208182231124
Low,architectureC,69,36.51719481669057,1.5624974084454033
Low,architectureD,69,31.60830664742457,1.4998012299940169
Low,control,69,18.524723819267503,1.2677517419057662
Low,architectureA,6,35.54272757339159,1.550750752805789
Low,architectureB,6,20.42169190129024,1.310091719776145
Low,architectureC,6,29.744106930563447,1.4734009337265785
Low,architectureD,6,23.24762309196217,1.3663785559006112
Low,control,6,15.011265939201651,1.176417318973878
Low,architectureA,70,18.79508903000888,1.2740443872538751
Low,architectureB,70,18.25719311690193,1.2614340093679202
Low,architectureC,70,31.473550267907875,1.497945734803787
Low,architectureD,70,14.278088678996186,1.1546700749666787
Low,control,70,22.65247453231802,1.3551156508093651
Low,architectureA,71,28.59401703423202,1.4562751715612545
Low,architectureB,71,28.024059800098893,1.447531051044765
Low,architectureC,71,40.96546619565315,1.6124179015864213
Low,architectureD,71,15.0046669139538,1.1762263590386146
Low,control,71,12.190846736211064,1.0860338713356124
Low,architectureA,72,15.745499201079843,1.197156434222327
Low,architectureB,72,15.733763715662132,1.196832623794557
Low,architectureC,72,27.32810724450983,1.436609553327099
Low,architectureD,72,17.862545668514056,1.2519433521451875
Low,control,72,26.82947836121919,1.4286122288759509
Low,architectureA,73,24.028185195345355,1.380720970578739
Low,architectureB,73,22.327674583225093,1.348843493861283
Low,architectureC,73,45.24245835586092,1.6555461953112818
Low,architectureD,73,24.09518191633082,1.3819302095316204
Low,control,73,31.72107977216137,1.5013479620979642
Low,architectureA,74,17.37413794051708,1.2399032652354223
Low,architectureB,74,21.69224202924172,1.3363044413921168
Low,architectureC,74,37.595550474867146,1.5751364481574441
Low,architectureD,74,21.52809587554428,1.3330056188938955
Low,control,74,33.11080104250802,1.519969687672418
Low,architectureA,75,26.754272900672,1.4273931526746237
Low,architectureB,75,23.25265016341737,1.3664724576886564
Low,architectureC,75,32.59344716469927,1.5131302949676482
Low,architectureD,75,13.306924529812155,1.1240776937866606
Low,control,75,20.589608301966223,1.3136480846504381
