density,architecture,repetition,absorbedPAR_umol_m2_s1,log_absorbedPAR_umol_m2_s1
High,architecture_E,33,5.5502273907263335,0.7443107763685658
High,architecture_E,34,6.927372661120492,0.8405685513317886
High,architecture_E,35,10.23966168014945,1.0102856077265807
High,architecture_E,36,5.587712944270602,0.7472340871483983
High,architecture_E,37,7.089974653025615,0.8506446825637738
High,architecture_E,38,10.112945727603565,1.004877676550875
High,architecture_E,39,6.282686757078591,0.7981454071513129
High,architecture_E,3,7.165731776992489,0.8552605479059777
High,architecture_E,40,6.5053710630016734,0.8132720735368063
High,architecture_E,41,8.642173404781655,0.9366229761599221
High,architecture_E,42,9.108532868798727,0.9594484298492747
High,architecture_E,43,7.356073965980034,0.8666460874577577
High,architecture_E,44,10.224835862657503,1.0096563450887417
High,architecture_E,45,9.243481781277412,0.9658355895720766
High,architecture_E,46,7.366705088250192,0.867273284065656
High,architecture_E,47,9.416501880098098,0.9738895974509867
High,architecture_E,48,7.58831098450551,0.8801451208575275
High,architecture_E,49,12.05770720013116,1.0812647335920913
High,architecture_E,4,5.049850001501364,0.7032784782200991
High,architecture_E,50,10.529874578164318,1.022423198314115
High,architecture_E,51,5.378977612739629,0.7306997367555621
High,architecture_E,52,7.647610467174936,0.883525758940536
High,architecture_E,53,7.060752196923721,0.8488509698297031
High,architecture_E,54,8.046348204820758,0.9055988226871555
High,architecture_E,55,4.607205095636962,0.6634375458582343
High,architecture_E,56,5.233991554592256,0.718833017540213
High,architecture_E,57,9.698471989847562,0.9867033158486277
High,architecture_E,58,11.025959791256646,1.0424164043896493
High,architecture_E,59,6.901835668964243,0.8389646146321333
High,architecture_E,5,13.055867569246876,1.1158057362139366
High,architecture_E,60,7.367892951931986,0.8673433073729722
High,architecture_E,61,9.140750968323948,0.9609818771344394
High,architecture_E,62,9.883180681745497,0.9948967350965477
High,architecture_E,63,13.208598741818866,1.120856747139533
High,architecture_E,64,8.670468244621134,0.938042551981858
High,architecture_E,65,6.597937702429348,0.8194082106305287
High,architecture_E,66,7.495051902620469,0.8747746446484235
High,architecture_E,67,11.952707465264869,1.07746629055965
High,architecture_E,68,9.418087753269536,0.9739627326753147
High,architecture_E,69,10.303402109393426,1.0129806493048552
High,architecture_E,6,4.458688981346513,0.6492071789214969
High,architecture_E,70,5.987727775830924,0.7772620474923387
High,architecture_E,71,6.704652534001227,0.8263762756289179
High,architecture_E,72,8.740299406128328,0.9415263100030765
High,architecture_E,73,6.134805455458952,0.7878007951053543
High,architecture_E,74,6.488856735921559,0.8121681857035891
High,architecture_E,75,5.176619990196459,0.7140462850865194
High,architecture_E,76,7.030449466621532,0.8469830909705585
High,architecture_E,77,10.584415311807629,1.0246668723819803
High,architecture_E,78,8.002762096975527,0.9032399065470299
High,architecture_E,79,7.294972617792571,0.8630236660767758
High,architecture_E,7,5.600868408868208,0.7482553691383436
High,architecture_E,80,6.893262554431843,0.838424820459859
High,architecture_E,81,6.968590809460708,0.8431449638152579
High,architecture_E,82,7.532665063252456,0.8769486571425104
High,architecture_E,83,5.767423660262752,0.7609818547499487
High,architecture_E,84,5.956023727804122,0.7749564192402916
High,architecture_E,85,5.150435756768597,0.7118439744303445
High,architecture_E,86,10.202759235725615,1.0087176383107668
High,architecture_E,87,9.79051949450096,0.9908057365027703
High,architecture_E,88,9.77254035734727,0.9900074726000159
High,architecture_E,89,6.604944596430885,0.8198691790186368
High,architecture_E,8,8.793817502444169,0.9441774484904344
High,architecture_E,90,6.726648381863104,0.8277987266559445
High,architecture_E,91,7.781509086702644,0.8910638289271026
High,architecture_E,92,5.805571164271173,0.763844952978782
High,architecture_E,93,10.117084692566516,1.0050553855935158
High,architecture_E,94,11.670923006226866,1.0671052040024918
High,architecture_E,95,3.863218956561645,0.5869493234520123
High,architecture_E,96,6.505110406742517,0.8132546719402084
High,architecture_E,97,4.775005065471115,0.6789738366328514
High,architecture_E,98,7.68002169493091,0.8853624468512349
High,architecture_E,99,8.401411906103275,0.924352277907387
High,architecture_E,9,5.175366066764433,0.7139410739653055
High,architecture_F,100,19.662193899197923,1.2936319745926133
High,architecture_F,10,15.86761170827394,1.2005115644377782
High,architecture_F,11,17.328902646313495,1.2387710618633696
High,architecture_F,12,15.21878738501412,1.1823800497422288
High,architecture_F,13,14.51673864835101,1.1618690580915836
High,architecture_F,14,23.76461353114448,1.3759307560321608
High,architecture_F,15,14.75485109454811,1.1689348309730574
High,architecture_F,16,15.849016283734734,1.2000023116134606
High,architecture_F,17,18.774790567763503,1.2735751011610559
High,architecture_F,18,12.424135652447486,1.0942661845739936
High,architecture_F,19,23.5884192423628,1.3726988379893839
High,architecture_F,1,13.744003801327194,1.1381132666046871
High,architecture_F,20,18.531492243199057,1.2679103921679726
High,architecture_F,21,21.40514352874204,1.3305181442717848
High,architecture_F,22,18.59715600237813,1.2694465341689303
High,architecture_F,23,18.520105866513248,1.2676434649113104
High,architecture_F,24,13.963267972630726,1.144987072755982
High,architecture_F,25,16.828976603848,1.2260577066582155
High,architecture_F,26,19.73485707152769,1.2952339853922075
High,architecture_F,27,24.025257505406834,1.3806680511825362
High,architecture_F,28,11.934755750095238,1.0768135354105333
High,architecture_F,2,19.06180953018772,1.280164125666057
High,architecture_F,30,17.764964558192194,1.249564345391521
High,architecture_F,31,20.24106815158201,1.3062334271449128
High,architecture_F,32,16.36677737962071,1.2139631751953055
High,architecture_F,33,16.102518130990678,1.2068937968318159
High,architecture_F,34,23.05218093021652,1.362712019580422
High,architecture_F,35,18.77916614552813,1.273676304307314
High,architecture_F,36,12.66092861192126,1.1024655600449416
High,architecture_F,38,16.41735104452414,1.2153030846011919
High,architecture_F,39,11.43108639385937,1.0580875070739597
High,architecture_F,40,15.151493585998567,1.1804554463158912
High,architecture_F,41,16.093257256848098,1.2066439537017657
High,architecture_F,42,16.67717229073481,1.2221224154482089
