Tile Number, Tile x cohordinate [m], Tile y cohordinate [m], area_m2[m2], Tile z cohordinate [m],absorbedPARTile [umol^s-1],absorbedPARTilem2 [umol m^-2 m^-1],Thermal time[dd]
1,0.14142136,0.0,0.0701,0.004042135611804359,0.02936522304588363,7.264779281557888,0.0
2,0.28284273,0.07071068,0.0701,0.005716443181545683,0.214181456530304,37.46760874344787,0.0
3,0.4242641,0.07071068,0.0701,0.004042135611804359,0.12684827374502658,31.38149877371459,0.0
4,0.56568545,0.14142136,0.0701,0.004042135611804359,0.05224339013017774,12.924699997103,0.0
5,0.70710677,0.21213204,0.0701,0.005716443181545683,0.12336105782921788,21.580037430873578,0.0
6,0.8485281,0.21213204,0.0701,0.004042135611804359,0.15316928564117432,37.89315855555906,0.0
7,0.9899494,0.28284273,0.0701,0.004042135611804359,0.09944940991635799,24.60318491688729,0.0
