Tile Number, Tile x cohordinate [m], Tile y cohordinate [m], area_m2[m2], Tile z cohordinate [m],absorbedPARTile [umol^s-1],absorbedPARTilem2 [umol m^-2 m^-1],Thermal time[dd]
1,0.14142136,0.0,0.0701,0.004042135611804359,0.2058816542263794,50.933880997247485,0.0
2,0.28284273,0.07071068,0.0701,0.005716443181545683,0.390972778619995,68.39441348462401,0.0
3,0.4242641,0.07071068,0.0701,0.004042135611804359,0.2222019115388489,54.9714143409604,0.0
4,0.56568545,0.14142136,0.0701,0.004042135611804359,0.29413498643768315,72.76722373655963,0.0
5,0.70710677,0.21213204,0.0701,0.005716443181545683,0.3225466279675293,56.42435649650158,0.0
6,0.8485281,0.21213204,0.0701,0.004042135611804359,0.2268891796794128,56.13101624221169,0.0
7,0.9899494,0.28284273,0.0701,0.004042135611804359,0.23498551115402222,58.13399987565672,0.0
