Tile Number, Tile x cohordinate [m], Tile y cohordinate [m], area_m2[m2], Tile z cohordinate [m],absorbedPARTile [umol^s-1],absorbedPARTilem2 [umol m^-2 m^-1],Thermal time[dd]
1,0.1118034,0.0,0.0701,0.00108033979058772,0.006694484122971806,6.196646815470819,0.0
2,0.22360681,0.0559017,0.0701,0.0012078565728149138,0.007898996227759011,6.539680625614658,0.0
3,0.3354102,0.0559017,0.0701,0.00108033979058772,0.006370522850607485,5.896777019702136,0.0
4,0.44721362,0.1118034,0.0701,0.00108033979058772,0.0174971534113074,16.195972381789904,0.0
5,0.559017,0.1677051,0.0701,0.0012078565728149138,0.014919789381936064,12.352285625407863,0.0
6,0.6708204,0.1677051,0.0701,0.00108033979058772,0.00579412610195227,5.363244187090604,0.0
7,0.7826238,0.22360681,0.0701,0.00108033979058772,0.0073999218640862785,6.849624468668897,0.0
