Tile Number, Tile x cohordinate [m], Tile y cohordinate [m], area_m2[m2], Tile z cohordinate [m],absorbedPARTile [umol^s-1],absorbedPARTilem2 [umol m^-2 m^-1],Thermal time[dd]
1,0.1118034,0.0,0.0701,0.00108033979058772,0.0010074023477135597,0.9324865718085962,0.0
2,0.22360681,0.0559017,0.0701,0.0012078565728149138,0.002997385534647098,2.4815740561494657,0.0
3,0.3354102,0.0559017,0.0701,0.00108033979058772,0.002527218618942942,2.3392812529547764,0.0
4,0.44721362,0.1118034,0.0701,0.00108033979058772,6.234701977405611E-4,0.5771056506225551,0.0
5,0.559017,0.1677051,0.0701,0.0012078565728149138,0.001974335880201172,1.6345780820648066,0.0
6,0.6708204,0.1677051,0.0701,0.00108033979058772,0.015056610718832464,13.936921374192334,0.0
7,0.7826238,0.22360681,0.0701,0.00108033979058772,0.008237233036105995,7.624668745770093,0.0
