Tile Number, Tile x cohordinate [m], Tile y cohordinate [m], area_m2[m2], Tile z cohordinate [m],absorbedPARTile [umol^s-1],absorbedPARTilem2 [umol m^-2 m^-1],Thermal time[dd]
1,0.1118034,0.0,0.0701,0.00108033979058772,0.007365976930510889,6.818203860198183,0.0
2,0.22360681,0.0559017,0.0701,0.0012078565728149138,0.008746195802952585,7.241088056150199,0.0
3,0.3354102,0.0559017,0.0701,0.00108033979058772,0.0032121375941037123,2.9732660243461595,0.0
4,0.44721362,0.1118034,0.0701,0.00108033979058772,0.01114376610930912,10.315056620516362,0.0
5,0.559017,0.1677051,0.0701,0.0012078565728149138,0.008861183773213994,7.3362880764584295,0.0
6,0.6708204,0.1677051,0.0701,0.00108033979058772,0.006632558647210871,6.139326446175482,0.0
7,0.7826238,0.22360681,0.0701,0.00108033979058772,0.008966262077068216,8.299483324769927,0.0
