Tile Number, Tile x cohordinate [m], Tile y cohordinate [m], area_m2[m2], Tile z cohordinate [m],absorbedPARTile [umol^s-1],absorbedPARTilem2 [umol m^-2 m^-1],Thermal time[dd]
1,0.14142136,0.0,0.0701,0.004042135611804359,0.0970883776067102,24.01907974665183,0.0
2,0.28284273,0.07071068,0.0701,0.005716443181545683,0.0448395637909323,7.843962122406335,0.0
3,0.4242641,0.07071068,0.0701,0.004042135611804359,0.032831411792359204,8.122293496655761,0.0
4,0.56568545,0.14142136,0.0701,0.004042135611804359,0.018921367401875635,4.681032310400236,0.0
5,0.70710677,0.21213204,0.0701,0.005716443181545683,0.056342543203433765,9.856223776582551,0.0
6,0.8485281,0.21213204,0.0701,0.004042135611804359,0.19095312197906494,47.24065205071777,0.0
7,0.9899494,0.28284273,0.0701,0.004042135611804359,0.021472505047209857,5.312168395464791,0.0
