Tile Number, Tile x cohordinate [m], Tile y cohordinate [m], area_m2[m2], Tile z cohordinate [m],absorbedPARTile [umol^s-1],absorbedPARTilem2 [umol m^-2 m^-1],Thermal time[dd]
1,0.1118034,0.0,0.0701,0.00108033979058772,0.006654614498353171,6.159742107372503,0.0
2,0.22360681,0.0559017,0.0701,0.0012078565728149138,0.006181934290542207,5.118102951690024,0.0
3,0.3354102,0.0559017,0.0701,0.00108033979058772,0.007691477297539363,7.1194982953974995,0.0
4,0.44721362,0.1118034,0.0701,0.00108033979058772,0.012410844191406924,11.487908063309648,0.0
5,0.559017,0.1677051,0.0701,0.0012078565728149138,0.011898723543439042,9.851106340969794,0.0
6,0.6708204,0.1677051,0.0701,0.00108033979058772,0.005641707450251661,5.222160193861316,0.0
7,0.7826238,0.22360681,0.0701,0.00108033979058772,0.005453229395746905,5.047698366067099,0.0
