Tile Number, Tile x cohordinate [m], Tile y cohordinate [m], area_m2[m2], Tile z cohordinate [m],absorbedPARTile [umol^s-1],absorbedPARTilem2 [umol m^-2 m^-1],Thermal time[dd]
1,0.14142136,0.0,0.0701,0.004042135611804359,0.056088014561743726,13.875836920945542,0.0
2,0.28284273,0.07071068,0.0701,0.005716443181545683,0.23508642752197267,41.12459794595686,0.0
3,0.4242641,0.07071068,0.0701,0.004042135611804359,0.11712985532089233,28.97722060062379,0.0
4,0.56568545,0.14142136,0.0701,0.004042135611804359,0.11971264151651384,29.61618634637436,0.0
5,0.70710677,0.21213204,0.0701,0.005716443181545683,0.21579171676506043,37.74929793087036,0.0
6,0.8485281,0.21213204,0.0701,0.004042135611804359,0.06814976860522032,16.859842209697437,0.0
7,0.9899494,0.28284273,0.0701,0.004042135611804359,0.1210578786868,29.948989918416235,0.0
