density,canopy,simulation,plantNb,organ_type,age_in_degree_days_dd of plant,age_in_days_d of plant,Organ_ID,rank,order,absorbedPAR [umol s^-1],dry_biomass_mg[mg],dry_biomass_growth_mg for dynamic,area_m2[m^2],area_m2 of just blades (not segments),SLA
Low,canopyA,Sim2,2,4,0,0,organs.Leaf[id=438868]@67123248,2,0,0.007656903,0,0,0.001768612,0.0017,0
Low,canopyA,Sim2,2,4,0,0,organs.Leaf[id=438869]@49f407b3,2,0,0.002915511,0,0,0.001780275,0.0017,0
Low,canopyA,Sim2,2,4,0,0,organs.Leaf[id=438875]@7162f22,3,0,0.012438971,0,0,0.006132615,0.006,0
Low,canopyA,Sim2,2,4,0,0,organs.Leaf[id=438881]@11edcaab,4,0,0.013452834,0,0,0.00726473,0.0071,0
Low,canopyA,Sim2,2,4,0,0,organs.Leaf[id=438887]@16ae74a8,5,0,0.079555921,0,0,0.007684707,0.0075,0
Low,canopyA,Sim2,2,4,0,0,organs.Leaf[id=438893]@51e75ab9,6,0,0.100251381,0,0,0.008660569,0.0084,0
Low,canopyA,Sim2,2,4,0,0,organs.Leaf[id=438899]@167fee39,7,0,0.20310045,0,0,0.006784594,0.0066,0
Low,canopyA,Sim2,2,4,0,0,organs.Leaf[id=438905]@596713a7,8,0,0.254237799,0,0,0.005019536,0.0048,0
Low,canopyA,Sim2,2,4,0,0,organs.Leaf[id=438911]@768aa04c,9,0,0.097046609,0,0,0.001864542,0.0017,0
Low,canopyA,Sim2,3,4,0,0,organs.Leaf[id=438923]@3ef2d118,2,0,0.002096112,0,0,0.001778651,0.0017,0
Low,canopyA,Sim2,3,4,0,0,organs.Leaf[id=438924]@53a2f966,2,0,0.004432139,0,0,0.001778175,0.0017,0
Low,canopyA,Sim2,3,4,0,0,organs.Leaf[id=438930]@44643aea,3,0,0.00398075,0,0,0.006165501,0.006,0
Low,canopyA,Sim2,3,4,0,0,organs.Leaf[id=438936]@3eaf2502,4,0,0.004746196,0,0,0.007340152,0.0071,0
Low,canopyA,Sim2,3,4,0,0,organs.Leaf[id=438942]@1cffc591,5,0,0.048122844,0,0,0.007767417,0.0075,0
Low,canopyA,Sim2,3,4,0,0,organs.Leaf[id=438948]@cffd8d7,6,0,0.152936945,0,0,0.008604823,0.0084,0
Low,canopyA,Sim2,3,4,0,0,organs.Leaf[id=438954]@2eda7c57,7,0,0.177538113,0,0,0.00680394,0.0066,0
Low,canopyA,Sim2,3,4,0,0,organs.Leaf[id=438960]@7e06ee31,8,0,0.264371942,0,0,0.004989895,0.0048,0
Low,canopyA,Sim2,3,4,0,0,organs.Leaf[id=438966]@512d9a90,9,0,0.109147801,0,0,0.001843039,0.0017,0
Low,canopyA,Sim2,4,4,0,0,organs.Leaf[id=438978]@26ca45ba,2,0,0.001537777,0,0,0.001781842,0.0017,0
Low,canopyA,Sim2,4,4,0,0,organs.Leaf[id=438979]@5f673355,2,0,0.001220477,0,0,0.001785237,0.0017,0
Low,canopyA,Sim2,4,4,0,0,organs.Leaf[id=438985]@1ba2b66b,3,0,0.009649538,0,0,0.006147369,0.006,0
Low,canopyA,Sim2,4,4,0,0,organs.Leaf[id=438991]@3e396c09,4,0,0.01756482,0,0,0.007299534,0.0071,0
Low,canopyA,Sim2,4,4,0,0,organs.Leaf[id=438997]@35b4ed9f,5,0,0.0979293,0,0,0.007728108,0.0075,0
Low,canopyA,Sim2,4,4,0,0,organs.Leaf[id=439003]@5892e40f,6,0,0.18111876,0,0,0.008616297,0.0084,0
Low,canopyA,Sim2,4,4,0,0,organs.Leaf[id=439009]@52c5dbac,7,0,0.060515359,0,0,0.00683715,0.0066,0
Low,canopyA,Sim2,4,4,0,0,organs.Leaf[id=439015]@12883803,8,0,0.223391498,0,0,0.00500252,0.0048,0
Low,canopyA,Sim2,4,4,0,0,organs.Leaf[id=439021]@6745b663,9,0,0.096282133,0,0,0.00185882,0.0017,0
Low,canopyA,Sim2,5,4,0,0,organs.Leaf[id=439033]@2defaa76,2,0,0.003501914,0,0,0.001768272,0.0017,0
Low,canopyA,Sim2,5,4,0,0,organs.Leaf[id=439034]@4ad7ab9c,2,0,0.002725227,0,0,0.001769012,0.0017,0
Low,canopyA,Sim2,5,4,0,0,organs.Leaf[id=439040]@2aec926b,3,0,0.019930099,0,0,0.006161158,0.006,0
Low,canopyA,Sim2,5,4,0,0,organs.Leaf[id=439046]@16d4c785,4,0,0.038276017,0,0,0.007282031,0.0071,0
Low,canopyA,Sim2,5,4,0,0,organs.Leaf[id=439052]@174e1832,5,0,0.061950033,0,0,0.007818382,0.0075,0
Low,canopyA,Sim2,5,4,0,0,organs.Leaf[id=439058]@7576f5a3,6,0,0.218789188,0,0,0.008610716,0.0084,0
Low,canopyA,Sim2,5,4,0,0,organs.Leaf[id=439064]@13a448f0,7,0,0.160378538,0,0,0.006748129,0.0066,0
Low,canopyA,Sim2,5,4,0,0,organs.Leaf[id=439070]@76686f95,8,0,0.257019762,0,0,0.005007257,0.0048,0
Low,canopyA,Sim2,5,4,0,0,organs.Leaf[id=439076]@3cf09309,9,0,0.085204187,0,0,0.001828045,0.0017,0
Low,canopyA,Sim2,6,4,0,0,organs.Leaf[id=439088]@18ae7105,2,0,0.003577549,0,0,0.001780793,0.0017,0
Low,canopyA,Sim2,6,4,0,0,organs.Leaf[id=439089]@1aa9aedd,2,0,0.002597266,0,0,0.001782127,0.0017,0
Low,canopyA,Sim2,6,4,0,0,organs.Leaf[id=439095]@42251d7f,3,0,0.002789432,0,0,0.006120582,0.006,0
Low,canopyA,Sim2,6,4,0,0,organs.Leaf[id=439101]@1eb04c81,4,0,0.012240009,0,0,0.007267363,0.0071,0
Low,canopyA,Sim2,6,4,0,0,organs.Leaf[id=439107]@6812362c,5,0,0.016652176,0,0,0.007844519,0.0075,0
Low,canopyA,Sim2,6,4,0,0,organs.Leaf[id=439113]@1ac7abde,6,0,0.030024072,0,0,0.008588138,0.0084,0
Low,canopyA,Sim2,6,4,0,0,organs.Leaf[id=439119]@25d27286,7,0,0.135909328,0,0,0.006728183,0.0066,0
Low,canopyA,Sim2,6,4,0,0,organs.Leaf[id=439125]@3dd91f84,8,0,0.161502967,0,0,0.004942763,0.0048,0
Low,canopyA,Sim2,6,4,0,0,organs.Leaf[id=439131]@17db0d58,9,0,0.107349115,0,0,0.001811911,0.0017,0
Low,canopyB,Sim2,1,4,0,0,organs.Leaf[id=437059]@3e4b42c9,2,0,0.009070174,0,0,0.001786427,0.0017,0
Low,canopyB,Sim2,1,4,0,0,organs.Leaf[id=437060]@1bf6d2c,2,0,0.004815093,0,0,0.001786737,0.0017,0
Low,canopyB,Sim2,1,4,0,0,organs.Leaf[id=437066]@1371b8a2,3,0,0.01708213,0,0,0.006160983,0.006,0
Low,canopyB,Sim2,1,4,0,0,organs.Leaf[id=437072]@18d80a5b,4,0,0.113636019,0,0,0.007294702,0.0071,0
Low,canopyB,Sim2,1,4,0,0,organs.Leaf[id=437078]@75fc6e04,5,0,0.07672287,0,0,0.007673145,0.0075,0
Low,canopyB,Sim2,1,4,0,0,organs.Leaf[id=437084]@369b4751,6,0,0.110922473,0,0,0.008608284,0.0084,0
Low,canopyB,Sim2,1,4,0,0,organs.Leaf[id=437090]@73ba17d8,7,0,0.164184617,0,0,0.00676906,0.0066,0
Low,canopyB,Sim2,1,4,0,0,organs.Leaf[id=437096]@2dafd550,8,0,0.147184733,0,0,0.004992434,0.0048,0
Low,canopyB,Sim2,1,4,0,0,organs.Leaf[id=437102]@40e91279,9,0,0.107961743,0,0,0.001860221,0.0017,0
Low,canopyB,Sim2,2,4,0,0,organs.Leaf[id=437114]@55682795,2,0,0.006779462,0,0,0.001778112,0.0017,0
Low,canopyB,Sim2,2,4,0,0,organs.Leaf[id=437115]@1ea0b337,2,0,0.002968312,0,0,0.001796935,0.0017,0
Low,canopyB,Sim2,2,4,0,0,organs.Leaf[id=437121]@549f037b,3,0,0.049950597,0,0,0.006163684,0.006,0
Low,canopyB,Sim2,2,4,0,0,organs.Leaf[id=437127]@7f958d4e,4,0,0.035565565,0,0,0.00733273,0.0071,0
Low,canopyB,Sim2,2,4,0,0,organs.Leaf[id=437133]@5cf9f30c,5,0,0.14993293,0,0,0.007748408,0.0075,0
Low,canopyB,Sim2,2,4,0,0,organs.Leaf[id=437139]@62beeb67,6,0,0.187629879,0,0,0.008652289,0.0084,0
Low,canopyB,Sim2,2,4,0,0,organs.Leaf[id=437145]@57d3250c,7,0,0.226023673,0,0,0.006849019,0.0066,0
Low,canopyB,Sim2,2,4,0,0,organs.Leaf[id=437151]@325e1adc,8,0,0.054871117,0,0,0.005000895,0.0048,0
Low,canopyB,Sim2,2,4,0,0,organs.Leaf[id=437157]@437ac057,9,0,0.10379941,0,0,0.001835578,0.0017,0
Low,canopyB,Sim2,3,4,0,0,organs.Leaf[id=437169]@578bb6da,2,0,0.017988796,0,0,0.001787223,0.0017,0
Low,canopyB,Sim2,3,4,0,0,organs.Leaf[id=437170]@1c6af762,2,0,0.005104028,0,0,0.001782884,0.0017,0
Low,canopyB,Sim2,3,4,0,0,organs.Leaf[id=437176]@3afff284,3,0,0.032372896,0,0,0.006142847,0.006,0
Low,canopyB,Sim2,3,4,0,0,organs.Leaf[id=437182]@2c1a899e,4,0,0.087988818,0,0,0.007283733,0.0071,0
Low,canopyB,Sim2,3,4,0,0,organs.Leaf[id=437188]@119c0169,5,0,0.123179602,0,0,0.007746038,0.0075,0
Low,canopyB,Sim2,3,4,0,0,organs.Leaf[id=437194]@6cc28fa3,6,0,0.062503456,0,0,0.008588169,0.0084,0
Low,canopyB,Sim2,3,4,0,0,organs.Leaf[id=437200]@5cc01937,7,0,0.255157105,0,0,0.006793415,0.0066,0
Low,canopyB,Sim2,3,4,0,0,organs.Leaf[id=437206]@4ca4b2d8,8,0,0.250919941,0,0,0.004992575,0.0048,0
Low,canopyB,Sim2,3,4,0,0,organs.Leaf[id=437212]@340cf38b,9,0,0.103852213,0,0,0.001825425,0.0017,0
Low,canopyB,Sim2,4,4,0,0,organs.Leaf[id=437224]@15c1ffdc,2,0,0.005324048,0,0,0.001783461,0.0017,0
Low,canopyB,Sim2,4,4,0,0,organs.Leaf[id=437225]@7ea3768f,2,0,0.004369119,0,0,0.001785003,0.0017,0
Low,canopyB,Sim2,4,4,0,0,organs.Leaf[id=437231]@4bce23c8,3,0,0.029672412,0,0,0.006160952,0.006,0
Low,canopyB,Sim2,4,4,0,0,organs.Leaf[id=437237]@74b86158,4,0,0.034505847,0,0,0.007295221,0.0071,0
Low,canopyB,Sim2,4,4,0,0,organs.Leaf[id=437243]@1197be3d,5,0,0.07672408,0,0,0.007736334,0.0075,0
Low,canopyB,Sim2,4,4,0,0,organs.Leaf[id=437249]@47d0c962,6,0,0.247310311,0,0,0.008677494,0.0084,0
Low,canopyB,Sim2,4,4,0,0,organs.Leaf[id=437255]@4ed75f5a,7,0,0.20452535,0,0,0.006750649,0.0066,0
Low,canopyB,Sim2,4,4,0,0,organs.Leaf[id=437261]@3eca2a9c,8,0,0.185936443,0,0,0.004970337,0.0048,0
Low,canopyB,Sim2,4,4,0,0,organs.Leaf[id=437267]@64e3f859,9,0,0.03253743,0,0,0.001858175,0.0017,0
Low,canopyB,Sim2,5,4,0,0,organs.Leaf[id=437279]@6005c70,2,0,0.001475114,0,0,0.001783695,0.0017,0
Low,canopyB,Sim2,5,4,0,0,organs.Leaf[id=437280]@409b6175,2,0,0.004479575,0,0,0.001781617,0.0017,0
Low,canopyB,Sim2,5,4,0,0,organs.Leaf[id=437286]@66a4ab93,3,0,0.00806755,0,0,0.006143619,0.006,0
Low,canopyB,Sim2,5,4,0,0,organs.Leaf[id=437292]@798fef98,4,0,0.022058574,0,0,0.007258054,0.0071,0
Low,canopyB,Sim2,5,4,0,0,organs.Leaf[id=437298]@2b72aa9a,5,0,0.03960043,0,0,0.007756915,0.0075,0
Low,canopyB,Sim2,5,4,0,0,organs.Leaf[id=437304]@115e0013,6,0,0.224625274,0,0,0.008636858,0.0084,0
Low,canopyB,Sim2,5,4,0,0,organs.Leaf[id=437310]@5dba95b0,7,0,0.13564433,0,0,0.00681135,0.0066,0
Low,canopyB,Sim2,5,4,0,0,organs.Leaf[id=437316]@34edd5fc,8,0,0.165631056,0,0,0.005006727,0.0048,0
Low,canopyB,Sim2,5,4,0,0,organs.Leaf[id=437322]@ecbac07,9,0,0.027434201,0,0,0.001804718,0.0017,0
Low,canopyB,Sim2,6,4,0,0,organs.Leaf[id=437334]@550ae91c,2,0,0.006268711,0,0,0.001767183,0.0017,0
Low,canopyB,Sim2,6,4,0,0,organs.Leaf[id=437335]@174cada6,2,0,0.003160677,0,0,0.001796468,0.0017,0
Low,canopyB,Sim2,6,4,0,0,organs.Leaf[id=437341]@208ed499,3,0,0.009389308,0,0,0.006143435,0.006,0
Low,canopyB,Sim2,6,4,0,0,organs.Leaf[id=437347]@1f5c899c,4,0,0.02255043,0,0,0.007296297,0.0071,0
Low,canopyB,Sim2,6,4,0,0,organs.Leaf[id=437353]@4efb2f1f,5,0,0.175653351,0,0,0.007794332,0.0075,0
Low,canopyB,Sim2,6,4,0,0,organs.Leaf[id=437359]@69571210,6,0,0.148172443,0,0,0.008621164,0.0084,0
Low,canopyB,Sim2,6,4,0,0,organs.Leaf[id=437365]@a04e660,7,0,0.235340286,0,0,0.006782726,0.0066,0
Low,canopyB,Sim2,6,4,0,0,organs.Leaf[id=437371]@1d0ba0ef,8,0,0.087045556,0,0,0.005010531,0.0048,0
Low,canopyB,Sim2,6,4,0,0,organs.Leaf[id=437377]@2c43e7c8,9,0,0.072276283,0,0,0.001831979,0.0017,0
Low,canopyB,Sim2,6,4,0,0,organs.Leaf[id=437383]@276945f,10,0,0.026530116,0,0,0.000481434,0.0004,0
