density,architecture,repetition,absorbedPAR_umol_m2_s1,absorbedPAR_umol_m2_s1_crop,absorbedPAR_umol_m2_s1_crop%
Low,C-Uniform90,25,17.94394522827446,255.10805477172556,93.42837802752793
Low,D-Uniform70,25,33.430940951455185,239.62105904854485,87.75656616635104
Low,E-Uniform50,25,28.42775607525378,244.62424392474625,89.58888560594548
Low,F-Uniform30,25,56.841643499639495,216.21035650036052,79.18285033633173
Low,control,25,16.234412539340475,256.8175874606595,94.05446122374474
Low,A-Gradient45-90,26,21.82095716613218,251.23104283386783,92.00849758795681
Low,B-Gradient90-45,26,25.326471941292162,247.72552805870785,90.72467078018394
Low,C-Uniform90,26,26.745376043626536,246.30662395637347,90.2050246679656
Low,D-Uniform70,26,22.190029234461335,250.86197076553867,91.87333209994384
Low,E-Uniform50,26,32.02056289484943,241.0314371051506,88.27308977965757
Low,F-Uniform30,26,63.33297604056708,209.71902395943295,76.80552567255795
Low,control,26,20.3896114836297,252.66238851637033,92.53270018764569
Low,A-Gradient45-90,27,24.925714179832298,248.1262858201677,90.87144053885989
Low,B-Gradient90-45,27,29.4726886437532,243.57931135624682,89.20619931597162
Low,C-Uniform90,27,17.705827602596514,255.3461723974035,93.51558399037674
Low,D-Uniform70,27,17.12857190540821,255.9234280945918,93.72699269538101
Low,E-Uniform50,27,35.57142121472826,237.48057878527175,86.97265677792939
Low,F-Uniform30,27,54.04299046928852,219.0090095307115,80.20780273746813
Low,control,27,17.75737589264997,255.29462410735005,93.4967054287645
Low,A-Gradient45-90,28,28.325392509318565,244.72660749068146,89.6263742769441
Low,B-Gradient90-45,28,25.92688836314468,247.12511163685534,90.5047799089021
Low,C-Uniform90,28,29.725429780618573,243.32657021938144,89.11363777572822
Low,D-Uniform70,28,17.140085977400908,255.91191402259912,93.72277588979355
Low,E-Uniform50,28,40.91900400831767,232.13299599168235,85.01420827962525
Low,F-Uniform30,28,59.96835957891673,213.0836404210833,78.03775120529542
Low,control,28,12.121266044494474,260.93073395550556,95.56082136571258
Low,A-Gradient45-90,29,15.075278793581546,257.97672120641846,94.47897148031088
Low,B-Gradient90-45,29,27.939552070214127,245.1124479297859,89.76768085558278
Low,C-Uniform90,29,20.84719335774792,252.2048066422521,92.36511969963672
Low,D-Uniform70,29,24.562283436059403,248.48971656394062,91.00454000115018
Low,E-Uniform50,29,22.05568211843398,250.99631788156603,91.92253412594158
Low,F-Uniform30,29,61.54216164131032,211.5098383586897,77.46137671897283
Low,control,29,14.111260049372534,258.94073995062746,94.83202465121202
Low,A-Gradient45-90,2,23.802945341895633,249.2490546581044,91.28263285312116
Low,B-Gradient90-45,2,23.832893303812448,249.21910669618757,91.2716649928173
Low,C-Uniform90,2,26.91342241706583,246.1385775829342,90.14348094243374
Low,D-Uniform70,2,25.141558505947987,247.91044149405204,90.79239174005392
Low,E-Uniform50,2,32.04888323201412,241.0031167679859,88.26271800535645
Low,F-Uniform30,2,62.80103416940865,210.25096583059138,77.00033906750046
Low,control,2,29.274842604901025,243.77715739509898,89.2786565910885
Low,A-Gradient45-90,30,33.6818185366062,239.3701814633938,87.66468711578518
Low,B-Gradient90-45,30,33.78056643866711,239.2714335613329,87.6285226115659
Low,C-Uniform90,30,13.106813538896342,259.9451864611037,95.1998837075369
Low,D-Uniform70,30,15.91710360674878,257.13489639325127,94.17066946707999
Low,E-Uniform50,30,34.20542734805377,238.84657265194625,87.47292554236785
Low,F-Uniform30,30,50.098606725377095,222.95339327462293,81.65235679453838
Low,control,30,20.23587573253244,252.8161242674676,92.5890029252551
Low,A-Gradient45-90,31,10.979805961659721,262.0721940383403,95.97885898595881
Low,B-Gradient90-45,31,23.8444778008292,249.20752219917082,91.26742239543046
Low,C-Uniform90,31,15.19347039006614,257.8585296099339,94.43568610005929
Low,D-Uniform70,31,29.976533419957377,243.07546658004264,89.02167593719975
Low,E-Uniform50,31,28.535344947964855,244.51665505203516,89.54948326766885
Low,F-Uniform30,31,63.4708763446063,209.58112365539372,76.75502236035396
Low,control,31,17.701088619552728,255.3509113804473,93.51731955101859
Low,A-Gradient45-90,32,14.223961660110573,258.8280383398895,94.7907498717788
Low,B-Gradient90-45,32,24.693889974062497,248.35811002593752,90.95634165870878
Low,C-Uniform90,32,16.482893264300426,256.5691067356996,93.96345997674422
Low,D-Uniform70,32,24.10067533941946,248.95132466058055,91.17359501508157
Low,E-Uniform50,32,35.303015341532955,237.74898465846707,87.07095522408444
Low,F-Uniform30,32,62.95651480942389,210.09548519057614,76.94339729816157
Low,control,32,14.69985868897102,258.352141311029,94.61646181351135
Low,A-Gradient45-90,33,19.503155655069502,253.54884434493053,92.8573474447836
Low,B-Gradient90-45,33,22.174858762233104,250.87714123776692,91.87888799121299
Low,C-Uniform90,33,13.617531631020007,259.43446836898,95.01284311009624
Low,D-Uniform70,33,31.042154375017827,242.0098456249822,88.63141292683525
Low,E-Uniform50,33,39.36488062220558,233.68711937779443,85.58337583236688
Low,F-Uniform30,33,65.91876611787704,207.13323388212297,75.85853020015342
Low,control,33,36.07505979485577,236.97694020514425,86.78820891447205
Low,A-Gradient45-90,34,14.980207912727293,258.07179208727274,94.51378934681772
Low,B-Gradient90-45,34,33.637025460105306,239.41497453989473,87.68109171143031
Low,C-Uniform90,34,14.451961662767944,258.6000383372321,94.70724929216122
Low,D-Uniform70,34,22.30687795090711,250.7451220490929,91.83053852346545
Low,E-Uniform50,34,29.538322617603352,243.51367738239668,89.18216214581716
Low,F-Uniform30,34,61.89672828066374,211.15527171933627,77.33152356303424
Low,control,34,30.065676827682914,242.9863231723171,88.98902889278126
Low,A-Gradient45-90,35,18.872004534484148,254.17999546551587,93.08849430347182
Low,B-Gradient90-45,35,22.41554283034862,250.6364571696514,91.79074211858963
Low,C-Uniform90,35,15.52063228929611,257.53136771070393,94.31586939876064
Low,D-Uniform70,35,22.95763430722855,250.09436569277148,91.59221162737188
Low,E-Uniform50,35,33.33524093360144,239.7167590663986,87.79161444208377
Low,F-Uniform30,35,63.40684488765448,209.64515511234555,76.77847263977029
Low,control,35,27.35814856126502,245.693851438735,89.98060861621046
Low,A-Gradient45-90,36,20.419028645104,252.63297135489603,92.5219267227107
Low,B-Gradient90-45,36,16.870673190356747,256.1813268096433,93.82144309861977
Low,C-Uniform90,36,28.13888170724332,244.9131182927567,89.69468024140336
Low,D-Uniform70,36,17.858990820679182,255.19300917932082,93.4594909318814
Low,E-Uniform50,36,29.059468083827966,243.99253191617206,89.35753333290803
Low,F-Uniform30,36,69.94971798127193,203.1022820187281,74.38227224804362
Low,control,36,29.993468826610123,243.0585311733899,89.01547367292306
Low,A-Gradient45-90,37,11.17759252931109,261.87440747068894,95.90642349101597
Low,B-Gradient90-45,37,21.316987594225658,251.73501240577437,92.19306667073464
Low,C-Uniform90,37,13.853994573465119,259.1980054265349,94.92624314289398
Low,D-Uniform70,37,17.81200371600066,255.23999628399935,93.47669904780017
Low,E-Uniform50,37,44.80415510996845,228.24784489003156,83.59134702914885
Low,F-Uniform30,37,58.32527151588867,214.72672848411133,78.63950034576246
Low,control,37,17.281964018951893,255.77003598104812,93.67081580836182
Low,A-Gradient45-90,38,25.517058146313413,247.5349418536866,90.65487227842557
Low,B-Gradient90-45,38,16.69896020934063,256.3530397906594,93.88432964807414
Low,C-Uniform90,38,21.648653645048554,251.40334635495145,92.0716004112592
Low,D-Uniform70,38,27.72976007943835,245.32223992056169,89.84451310393685
Low,E-Uniform50,38,26.871616342234866,246.18038365776516,90.1587916066409
Low,F-Uniform30,38,61.70145042418436,211.35054957581565,77.40304029115906
Low,control,38,23.33487548265924,249.71712451734078,91.45405436229757
Low,A-Gradient45-90,39,21.620412724069443,251.43158727593058,92.08194310092237
Low,B-Gradient90-45,39,20.59457972292551,252.4574202770745,92.45763454472939
Low,C-Uniform90,39,11.730387538373458,261.32161246162656,95.70397303869832
Low,D-Uniform70,39,17.24764637293631,255.8043536270637,93.6833839807303
Low,E-Uniform50,39,29.000096065528425,244.0519039344716,89.37927718327336
Low,F-Uniform30,39,58.40454072411631,214.6474592758837,78.61046953543051
Low,control,39,29.48518348097998,243.56681651902005,89.20162332413607
Low,A-Gradient45-90,3,18.671605406697843,254.38039459330219,93.16188659790156
Low,B-Gradient90-45,3,22.963475381520166,250.08852461847985,91.59007244718215
Low,C-Uniform90,3,12.509175807943814,260.54282419205623,95.41875693716077
Low,D-Uniform70,3,16.434933900297704,256.6170660997023,93.98102416378649
Low,E-Uniform50,3,25.03821471267848,248.01378528732153,90.83023940030526
Low,F-Uniform30,3,55.97645937815547,217.07554062184454,79.49970724325203
Low,control,3,25.499899249728166,247.55210075027185,90.66115639155612
Low,A-Gradient45-90,40,14.248246785379736,258.80375321462026,94.78185591558393
Low,B-Gradient90-45,40,20.912371112485737,252.13962888751428,92.3412496108852
Low,C-Uniform90,40,8.142926244675788,264.90907375532424,97.01781116978606
Low,D-Uniform70,40,12.848534946128769,260.20346505387124,95.29447323362261
Low,E-Uniform50,40,37.26810902930637,235.78389097069365,86.35127776785873
Low,F-Uniform30,40,62.22856001001128,210.82343998998874,77.20999662701196
Low,control,40,21.484179893556618,251.5678201064434,92.13183573328281
Low,A-Gradient45-90,41,20.15502879445074,252.89697120554928,92.61861154855092
Low,B-Gradient90-45,41,27.52233870277358,245.52966129722643,89.9204771608435
Low,C-Uniform90,41,18.037909235458997,255.01409076454104,93.39396553203822
Low,D-Uniform70,41,25.605526502048264,247.44647349795176,90.62247245870813
Low,E-Uniform50,41,35.1470973385115,237.9049026614885,87.12805716914305
Low,F-Uniform30,41,63.56439306172854,209.48760693827148,76.72077367617577
Low,control,41,22.463932291991,250.58806770800902,91.77302041662723
Low,A-Gradient45-90,42,17.746326563652634,255.30567343634738,93.50075203124216
Low,B-Gradient90-45,42,17.49082286850073,255.56117713149928,93.59432530488671
Low,C-Uniform90,42,13.055658013541205,259.9963419864588,95.21861842669483
Low,D-Uniform70,42,17.544735983960166,255.50726401603987,93.57458067182802
Low,E-Uniform50,42,42.91731614415495,230.13468385584508,84.28236521096534
Low,F-Uniform30,42,59.01473043758747,214.03726956241255,78.38699938561612
Low,control,42,21.04551492347387,252.00648507652616,92.2924882720237
Low,A-Gradient45-90,43,28.951968509041603,244.10003149095843,89.39690296755138
Low,B-Gradient90-45,43,17.62782411454305,255.42417588545698,93.54415125523965
Low,C-Uniform90,43,14.576992128139395,258.4750078718606,94.66145930879854
Low,D-Uniform70,43,25.047799156360288,248.00420084363972,90.82672928366748
Low,E-Uniform50,43,31.461122290596894,241.59087770940312,88.47797405234282
Low,F-Uniform30,43,68.33601018208245,204.71598981791757,74.97326143661923
Low,control,43,19.004893191154377,254.04710680884565,93.03982640993131
Low,A-Gradient45-90,44,21.236493859975173,251.81550614002484,92.22254593997657
Low,B-Gradient90-45,44,26.676418445090338,246.37558155490967,90.23027905120989
Low,C-Uniform90,44,23.327156763702504,249.72484323629752,91.45688119343477
Low,D-Uniform70,44,19.963644786714227,253.0883552132858,92.68870223008284
Low,E-Uniform50,44,34.40255812194012,238.64944187805992,87.40073021917432
Low,F-Uniform30,44,60.59582993453545,212.45617006546456,77.80795235539917
Low,control,44,26.001294985206673,247.05070501479335,90.47752992645846
Low,A-Gradient45-90,45,27.1931256801131,245.85887431988692,90.04104504632338
Low,B-Gradient90-45,45,17.4489839185902,255.6030160814098,93.60964800895427
Low,C-Uniform90,45,16.566408737756767,256.48559126224325,93.93287405411542
Low,D-Uniform70,45,17.28139584879718,255.77060415120283,93.67102388966308
Low,E-Uniform50,45,31.451077915293784,241.60092208470624,88.48165261001796
Low,F-Uniform30,45,69.24074679277791,203.8112532072221,74.64191919752359
Low,control,45,25.87689847222757,247.17510152777245,90.52308773705097
Low,A-Gradient45-90,46,27.684132086832424,245.3678679131676,89.86122347141482
Low,B-Gradient90-45,46,32.07473148651419,240.97726851348582,88.25325158339284
Low,C-Uniform90,46,21.025948351359368,252.02605164864065,92.29965414962741
Low,D-Uniform70,46,14.683757199547978,258.36824280045204,94.62235867177388
Low,E-Uniform50,46,29.235009762790853,243.81699023720915,89.29324459707642
Low,F-Uniform30,46,57.98365564641615,215.06834435358388,78.76461053337235
Low,control,46,18.08752201749207,254.96447798250796,93.37579581270525
Low,A-Gradient45-90,47,21.191322928587322,251.8606770714127,92.23908891764671
Low,B-Gradient90-45,47,19.426071643311552,253.62592835668846,92.88557796928367
Low,C-Uniform90,47,14.966959464488566,258.08504053551144,94.51864133407241
Low,D-Uniform70,47,19.330159175817492,253.72184082418252,92.92070405057736
Low,E-Uniform50,47,34.93463746974763,238.1173625302524,87.20586647607502
Low,F-Uniform30,47,66.46082679574292,206.5911732042571,75.66001098847732
Low,control,47,24.34839113514565,248.70360886485437,91.08287390857946
Low,A-Gradient45-90,48,23.595577790535266,249.45642220946476,91.35857719755384
Low,B-Gradient90-45,48,25.64524388002144,247.40675611997858,90.60792673922131
Low,C-Uniform90,48,16.30375041677573,256.74824958322426,94.029067570728
Low,D-Uniform70,48,15.085393671263473,257.96660632873653,94.47526710250666
Low,E-Uniform50,48,26.507664298461354,246.54433570153867,90.29208198494743
Low,F-Uniform30,48,65.6316509053534,207.4203490946466,75.96368057902765
Low,control,48,25.459758564126034,247.59224143587397,90.67585713925331
Low,A-Gradient45-90,49,22.66526280701859,250.38673719298143,91.69928701968175
Low,B-Gradient90-45,49,25.161238418347597,247.8907615816524,90.78518435376866
Low,C-Uniform90,49,16.16990839343114,256.8820916065689,94.07808461632541
Low,D-Uniform70,49,25.673786473470013,247.37821352653,90.59747356786619
Low,E-Uniform50,49,28.4532647916523,244.59873520834773,89.57954353322727
Low,F-Uniform30,49,55.282790833827875,217.76920916617215,79.75374989605355
Low,control,49,19.10132371124988,253.95067628875015,93.00451060191837
Low,A-Gradient45-90,4,22.365773062876123,250.6862269371239,91.80896933079555
Low,B-Gradient90-45,4,27.31676879474448,245.73523120525553,89.99576315326586
Low,C-Uniform90,4,8.629175145866268,264.42282485413375,96.83973193902031
Low,D-Uniform70,4,16.37756756785591,256.6744324321441,94.0020334706005
Low,E-Uniform50,4,30.269173045866538,242.7828269541335,88.914502349052
Low,F-Uniform30,4,57.85065100106486,215.20134899893515,78.81332090551805
Low,control,4,28.779950865823437,244.2720491341766,89.45990109362927
Low,A-Gradient45-90,50,22.541434407992234,250.5105655920078,91.7446367695559
Low,B-Gradient90-45,50,25.30894150913276,247.74305849086727,90.73109096101375
Low,C-Uniform90,50,22.623208966157737,250.4287910338423,91.71468842339272
Low,D-Uniform70,50,27.487260520339767,245.56473947966026,89.93332386492692
Low,E-Uniform50,50,47.52623867745686,225.52576132254316,82.59443670895769
Low,F-Uniform30,50,63.53110099133731,209.5208990086627,76.7329662513597
Low,control,50,24.99985768452704,248.052142315473,90.84428691804966
Low,A-Gradient45-90,51,35.74825001536055,237.30374998463947,86.90789665874613
Low,B-Gradient90-45,51,21.04349488310624,252.0085051168938,92.29322807263588
Low,C-Uniform90,51,18.14200373464663,254.90999626535339,93.35584294030198
Low,D-Uniform70,51,28.118620644768825,244.93337935523118,89.70210046263392
Low,E-Uniform50,51,37.06769387925236,235.98430612074765,86.42467593013332
Low,F-Uniform30,51,55.87456802826763,217.1774319717324,79.5370229742805
Low,control,51,25.237931042941007,247.81406895705902,90.75709716722785
Low,A-Gradient45-90,52,23.394084451021172,249.65791554897885,91.43237022581005
Low,B-Gradient90-45,52,27.445298057728145,245.60670194227188,89.9486918031261
Low,C-Uniform90,52,23.803304434772677,249.24869556522734,91.28250134231844
Low,D-Uniform70,52,27.908625408344253,245.14337459165577,89.77900714576556
Low,E-Uniform50,52,36.006439804198386,237.04556019580164,86.8133396553776
Low,F-Uniform30,52,55.18764980376948,217.86435019623053,79.78859345334607
Low,control,52,17.36123968761586,255.69076031238416,93.64178263202032
Low,A-Gradient45-90,53,24.088942366102977,248.96305763389705,91.17789198903397
Low,B-Gradient90-45,53,21.205149978976735,251.84685002102327,92.23402502857451
Low,C-Uniform90,53,12.595590782194675,260.45640921780534,95.38710912859284
Low,D-Uniform70,53,24.528099739469827,248.52390026053018,91.01705911713893
Low,E-Uniform50,53,42.54848931676408,230.50351068323593,84.41744088424034
Low,F-Uniform30,53,69.54866701101672,203.5033329889833,74.52914938875499
Low,control,53,20.19486135693456,252.85713864306547,92.60402364497072
Low,A-Gradient45-90,54,24.90044781910747,248.15155218089257,90.88069385351235
Low,B-Gradient90-45,54,30.310601088148026,242.741398911852,88.8993301319353
Low,C-Uniform90,54,13.97222663354465,259.07977336645536,94.88294294363541
Low,D-Uniform70,54,19.067897467975754,253.98410253202428,93.01675231531878
Low,E-Uniform50,54,35.590342024266455,237.46165797573357,86.96572739834667
Low,F-Uniform30,54,64.49333163150423,208.55866836849577,76.38056793888921
Low,control,54,18.728395501355514,254.3236044986445,93.14108832700163
Low,A-Gradient45-90,55,24.89659968695291,248.1554003130471,90.88210315729131
Low,B-Gradient90-45,55,19.639469366114852,253.41253063388518,92.80742519149655
Low,C-Uniform90,55,15.554101146004653,257.49789885399537,94.3036120790162
Low,D-Uniform70,55,23.19657586994631,249.8554241300537,91.50470391355994
Low,E-Uniform50,55,26.543789363779243,246.50821063622078,90.27885188030879
Low,F-Uniform30,55,60.469385532981406,212.58261446701863,77.8542601654698
Low,control,55,19.350184315394163,253.70181568460586,92.91337023153314
Low,A-Gradient45-90,56,25.170473919048874,247.88152608095115,90.78180203073082
Low,B-Gradient90-45,56,26.955153655590575,246.09684634440944,90.1281976855725
Low,C-Uniform90,56,16.072820469435406,256.97917953056464,94.1136411857685
Low,D-Uniform70,56,24.10298172426713,248.9490182757329,91.17275034635632
Low,E-Uniform50,56,30.825589572970106,242.22641042702992,88.71072558597992
Low,F-Uniform30,56,60.76088347322507,212.29111652677494,77.74750469755757
Low,control,56,28.2280089591922,244.8239910408078,89.66203911372477
Low,A-Gradient45-90,57,24.06787934093594,248.98412065906408,91.18560591354908
Low,B-Gradient90-45,57,21.962920566944966,251.08907943305505,91.95650624535071
Low,C-Uniform90,57,17.552273324181122,255.4997266758189,93.57182026713552
Low,D-Uniform70,57,22.439975807193466,250.61202419280656,91.78179401462232
Low,E-Uniform50,57,34.203233747899155,238.84876625210086,87.47372890588636
Low,F-Uniform30,57,52.064291626341976,220.98770837365805,80.93246281794605
Low,control,57,21.484407905581755,251.56759209441827,92.1317522283002
Low,A-Gradient45-90,58,23.70670466251063,249.3452953374894,91.31787913565526
Low,B-Gradient90-45,58,27.756483450422373,245.29551654957766,89.83472618753117
Low,C-Uniform90,58,20.508934143655193,252.54306585634484,92.48900057730573
Low,D-Uniform70,58,18.58131741603232,254.4706825839677,93.19495282362614
Low,E-Uniform50,58,41.22339926211937,231.82860073788066,84.90272942072596
