density,architecture,repetition,absorbedPAR_umol_m2_s1,area_m2[m^2]
High,A-Gradient45-90,1,769.658044377544,0.0500777850816632
High,A-Gradient45-90,2,796.1149259224942,0.0500787982970598
High,A-Gradient45-90,3,912.5066133507488,0.0501133826394188
High,A-Gradient45-90,4,845.8257678898586,0.0500517223983675
High,A-Gradient45-90,5,793.4972785498875,0.0500616967208029
High,A-Gradient45-90,6,918.5769312775052,0.0500828763161138
High,A-Gradient45-90,8,887.1714777641239,0.050096440517855
High,A-Gradient45-90,9,818.5284649540725,0.0501478982221266
High,A-Gradient45-90,10,777.7584068322558,0.0501046562874753
High,A-Gradient45-90,11,878.8403249101223,0.0501181439117818
High,A-Gradient45-90,12,864.2154853348345,0.0500161576397192
High,A-Gradient45-90,13,831.721359754642,0.0500717885689362
High,A-Gradient45-90,14,864.2624993071374,0.0500667373180107
High,A-Gradient45-90,15,880.6465040342136,0.0501176873265858
High,A-Gradient45-90,16,805.4920275529845,0.0500578709145707
High,A-Gradient45-90,17,856.9258302226467,0.0501020776046836
High,A-Gradient45-90,18,874.1689923462009,0.0501606959196544
High,A-Gradient45-90,19,802.2078233504121,0.0500838796108134
High,A-Gradient45-90,20,854.209571947235,0.0500839706151077
High,A-Gradient45-90,21,851.763622159675,0.0500978967148525
High,A-Gradient45-90,22,858.9586537251296,0.0500989394112348
High,A-Gradient45-90,23,854.6223784935783,0.050074321463438
High,A-Gradient45-90,24,789.8114128213749,0.0500824989889945
High,A-Gradient45-90,25,839.1788413141729,0.0500935917938099
High,A-Gradient45-90,26,897.8782890931217,0.0500175696870429
High,A-Gradient45-90,27,853.5094067479058,0.0501081610581201
High,A-Gradient45-90,28,852.8559285943207,0.0501036078815421
High,A-Gradient45-90,29,941.892862811524,0.0501087769989052
High,A-Gradient45-90,30,869.2445796882914,0.0500289478288742
High,A-Gradient45-90,31,827.8969876843602,0.0500446827182261
High,A-Gradient45-90,32,829.3698416780156,0.0500588281020305
High,A-Gradient45-90,33,845.9127375067471,0.050102447210385
High,A-Gradient45-90,34,794.8862793347681,0.0500847174965983
High,A-Gradient45-90,35,854.3957677420875,0.0500651515244976
High,A-Gradient45-90,36,921.2216622959828,0.0500794959325856
High,A-Gradient45-90,37,906.1355773982482,0.0500853679889227
High,A-Gradient45-90,38,844.7454830500342,0.0500756162304921
High,A-Gradient45-90,39,898.8052325795052,0.0500695254395308
High,A-Gradient45-90,40,868.4471356493314,0.0500662805782299
High,A-Gradient45-90,41,820.48842940963,0.050042275462895
High,A-Gradient45-90,42,923.3116676993368,0.0501028544354111
High,A-Gradient45-90,43,799.1950376829244,0.0500902714118919
High,A-Gradient45-90,44,850.6492066938088,0.0501629500784535
High,A-Gradient45-90,45,836.1958143334334,0.0500315882125569
High,A-Gradient45-90,46,854.3394625085834,0.0501065754783084
High,A-Gradient45-90,47,853.1243874063291,0.0501463151182687
High,A-Gradient45-90,48,834.5504861869385,0.0501577565099789
High,A-Gradient45-90,49,840.6687458510437,0.0500361150773215
High,A-Gradient45-90,50,894.3625011410988,0.0501204003738015
High,A-Gradient45-90,51,884.3657618284873,0.0500620208750324
High,A-Gradient45-90,52,822.6433534192839,0.0501029759966408
High,A-Gradient45-90,53,871.0479229782543,0.0500938409866335
High,A-Gradient45-90,54,769.4072036438711,0.0500871295565732
High,A-Gradient45-90,55,832.0371897354419,0.0500651244232236
High,A-Gradient45-90,56,867.3506567900137,0.0500619117513483
High,A-Gradient45-90,57,888.8158244537574,0.0500570800592919
High,A-Gradient45-90,58,825.4914430928374,0.0500760079070494
High,A-Gradient45-90,59,869.8792988631811,0.0500457511324965
High,A-Gradient45-90,60,776.926015120744,0.0501062969213826
High,A-Gradient45-90,61,852.2389479726894,0.0501300388087325
High,A-Gradient45-90,62,863.8020594720365,0.0500822220097005
High,A-Gradient45-90,64,802.8554896421347,0.0501098270527517
High,A-Gradient45-90,65,914.428495894146,0.0500530221344897
High,A-Gradient45-90,66,816.9487233384582,0.050079342548004
High,A-Gradient45-90,67,764.6252294527907,0.0501391100197099
High,A-Gradient45-90,68,841.5650635361659,0.0501133309089018
High,A-Gradient45-90,69,880.2514726941533,0.0500620916881508
High,A-Gradient45-90,70,782.6828856893878,0.0500675535461347
High,A-Gradient45-90,71,827.2921104469963,0.0501075098497876
High,A-Gradient45-90,72,830.0289522746261,0.0501019380710556
High,A-Gradient45-90,73,888.0950425621645,0.0501078907965593
High,A-Gradient45-90,74,797.2889402238247,0.0501020549719191
High,A-Gradient45-90,75,934.841809135699,0.0500844472266973
High,A-Gradient45-90,77,898.2669878580969,0.0501073575368167
High,A-Gradient45-90,78,848.9731617916652,0.0500766701460393
High,A-Gradient45-90,79,821.890151189849,0.0500402238834008
High,A-Gradient45-90,80,775.9460686047372,0.0500815558114857
High,A-Gradient45-90,81,847.6458382833922,0.0500846021117815
High,A-Gradient45-90,82,871.749381942723,0.0501770146192631
High,A-Gradient45-90,83,813.7019641724958,0.0500661317388809
High,A-Gradient45-90,84,889.4728068121044,0.0500581945040268
High,A-Gradient45-90,85,853.1169917824907,0.050061259841547
High,A-Gradient45-90,86,820.8871086374531,0.0499937885197739
High,A-Gradient45-90,87,852.7005886834489,0.0500669963041077
High,A-Gradient45-90,88,832.0688982298379,0.0500358790318322
High,A-Gradient45-90,89,834.235131530364,0.0500439543091524
High,A-Gradient45-90,90,871.6603369789486,0.050044528080225
High,A-Gradient45-90,91,865.6927053365316,0.0500817691046983
High,A-Gradient45-90,92,909.9473858963444,0.0500605457260455
High,A-Gradient45-90,93,917.6604133876068,0.0501001348671958
High,A-Gradient45-90,94,828.8474358388903,0.0501426572971962
High,A-Gradient45-90,95,805.4985560178243,0.0500684781458648
High,A-Gradient45-90,96,755.5796975271606,0.0501136367119323
High,A-Gradient45-90,97,833.1976673534416,0.050134525398912
High,A-Gradient45-90,99,823.0610069486912,0.0501373604371708
