density,architecture,repetition,absorbedPAR_umol_m2_s1,absorbedPAR_umol_m2_s1_crop,absorbedPAR_umol_m2_s1_crop%
High,C-Uniform90,34,2.7953946412749264,270.2566053587251,98.9762409206763
High,D-Uniform70,34,4.916989401001471,268.1350105989986,98.19924798170258
High,E-Uniform50,34,6.927372661120492,266.1246273388795,97.46298409785663
High,F-Uniform30,34,23.05218093021652,249.9998190697835,91.5575857601422
High,control,34,4.8771057424703965,268.1748942575296,98.21385459821924
High,A-Gradient45-90,35,2.1211614825645473,270.93083851743546,99.22316574038477
High,B-Gradient90-45,35,3.401100643100491,269.6508993568995,98.75441284330438
High,C-Uniform90,35,1.6855196410971445,271.3664803589029,99.38271111689454
High,D-Uniform70,35,3.269559464242678,269.78244053575736,98.80258724922628
High,E-Uniform50,35,10.23966168014945,262.8123383198506,96.24992247625016
High,F-Uniform30,35,18.77916614552813,254.27283385447188,93.12249456311321
High,control,35,2.665610405979155,270.38638959402084,99.02377188008907
High,A-Gradient45-90,36,4.435548924550899,268.6164510754491,98.37556622015187
High,B-Gradient90-45,36,5.567518208487029,267.484481791513,97.96100442095754
High,C-Uniform90,36,1.5810134737166226,271.4709865262834,99.42098447412339
High,D-Uniform70,36,5.176581125410481,267.8754188745895,98.10417754661731
High,E-Uniform50,36,5.587712944270602,267.4642870557294,97.95360849059132
High,F-Uniform30,36,12.66092861192126,260.3910713880788,95.36318041548085
High,control,36,4.111259003779895,268.94074099622014,98.49433111503308
High,A-Gradient45-90,37,3.6538231705674065,269.3981768294326,98.6618581183923
High,B-Gradient90-45,37,8.012406404838345,265.0395935951617,97.06561153009746
High,C-Uniform90,37,4.2257174880757855,268.82628251192426,98.45241291472841
High,D-Uniform70,37,1.8688258848451027,271.18317411515494,99.31557875978015
High,E-Uniform50,37,7.089974653025615,265.96202534697443,97.4034342714847
High,F-Uniform30,37,35.41082082345047,237.64117917654954,87.03147355688643
High,control,37,3.17036900030898,269.881630999691,98.83891383314936
High,A-Gradient45-90,38,2.1071026793193943,270.94489732068064,99.22831450444627
High,B-Gradient90-45,38,4.844631981789033,268.207368018211,98.22574748334053
High,C-Uniform90,38,2.939616834503576,270.11238316549645,98.9234223391502
High,D-Uniform70,38,4.908716066094458,268.14328393390554,98.20227793017649
High,E-Uniform50,38,10.112945727603565,262.93905427239645,96.29632973660563
High,F-Uniform30,38,16.41735104452414,256.6346489554759,93.98746354374839
High,control,38,3.5100604704353833,269.5419395295646,98.71450841948221
High,A-Gradient45-90,39,2.86767644992444,270.1843235500756,98.94976910994082
High,B-Gradient90-45,39,3.651544495093756,269.4004555049063,98.66269263909669
High,C-Uniform90,39,1.4902708540314202,271.5617291459686,99.45421719891033
High,D-Uniform70,39,4.791996394940943,268.26000360505907,98.24502424631903
High,E-Uniform50,39,6.282686757078591,266.76931324292144,97.69908780852052
High,F-Uniform30,39,11.43108639385937,261.6209136061407,95.81358627885554
High,control,39,4.884519439545112,268.1674805604549,98.21113947543138
High,A-Gradient45-90,3,2.5143615541332553,270.5376384458668,99.07916383907343
High,B-Gradient90-45,3,3.6939886246300087,269.35801137537004,98.6471482997268
High,C-Uniform90,3,2.2969108084778846,270.75508919152213,99.15880095788425
High,D-Uniform70,3,2.498962119737719,270.5530378802623,99.08480358329633
High,E-Uniform50,3,7.165731776992489,265.8862682230075,97.37568969390719
High,F-Uniform30,3,25.931686755133455,247.12031324486657,90.50302259088619
High,control,3,4.104360743727764,268.9476392562723,98.49685746900673
High,A-Gradient45-90,40,3.042293591827518,270.0097064081725,98.88581896787882
High,B-Gradient90-45,40,9.166598553103507,263.88540144689654,96.64291103778639
High,C-Uniform90,40,2.4167480282626723,270.6352519717374,99.11491290001075
High,D-Uniform70,40,3.382642432393187,269.6693575676068,98.76117280503597
High,E-Uniform50,40,6.5053710630016734,266.54662893699833,97.61753399975035
High,F-Uniform30,40,15.151493585998569,257.9005064140014,94.45105929053858
High,control,40,3.867012969613321,269.1849870303867,98.58378148864931
High,A-Gradient45-90,41,3.6112978967166005,269.4407021032834,98.67743217529386
High,B-Gradient90-45,41,3.2328797078043277,269.8191202921957,98.81602049873126
High,C-Uniform90,41,2.1547739419324707,270.89722605806753,99.21085582895108
High,D-Uniform70,41,2.4737459405466504,270.57825405945334,99.09403851993514
High,E-Uniform50,41,8.642173404781655,264.40982659521836,96.83497157875362
High,F-Uniform30,41,16.093257256848098,256.9587427431519,94.10615660868694
High,control,41,5.937767255819814,267.1142327441802,97.82540788720836
High,A-Gradient45-90,42,6.124219980546844,266.92778001945317,97.75712319245167
High,B-Gradient90-45,42,4.447985699389787,268.60401430061023,98.37101149253996
High,C-Uniform90,42,3.4241862223261936,269.62781377767385,98.74595819758648
High,D-Uniform70,42,2.562134553861247,270.48986544613877,99.06166790433278
High,E-Uniform50,42,9.108532868798727,263.9434671312013,96.66417646865845
High,F-Uniform30,42,16.67717229073481,256.3748277092652,93.89230905075414
High,control,42,2.6455411407397493,270.4064588592603,99.03112185930162
High,A-Gradient45-90,43,3.930742837757925,269.1212571622421,98.56044166028525
High,B-Gradient90-45,43,3.494310608263329,269.5576893917367,98.72027650108282
High,C-Uniform90,43,2.870044346028701,270.18195565397133,98.94890191391065
High,D-Uniform70,43,4.186694841378875,268.86530515862114,98.46670420235746
High,E-Uniform50,43,7.356073965980034,265.69592603402,97.30598055828925
High,F-Uniform30,43,16.28135843923853,256.7706415607615,94.03726819827779
High,control,43,4.58874427527844,268.4632557247216,98.31946139369848
High,A-Gradient45-90,44,4.856361720212569,268.19563827978743,98.22145169410493
High,B-Gradient90-45,44,3.1698549592263903,269.88214504077365,98.83910209072764
High,C-Uniform90,44,2.584551348820751,270.46744865117927,99.05345818788335
High,D-Uniform70,44,3.431617688077292,269.62038231192275,98.74323656736546
High,E-Uniform50,44,10.224835862657503,262.8271641373425,96.25535214440563
High,F-Uniform30,44,18.52690132241559,254.52509867758442,93.21488166268125
High,control,44,6.057754724104041,266.994245275896,97.78146480373555
High,A-Gradient45-90,45,6.298241929701622,266.7537580702984,97.69339102819184
High,B-Gradient90-45,45,5.900824465167228,267.1511755348328,97.83893746789359
High,C-Uniform90,45,6.419212364623611,266.6327876353764,97.64908795224953
High,D-Uniform70,45,6.290150799351516,266.7618492006485,97.69635424778008
High,E-Uniform50,45,9.243481781277412,263.8085182187226,96.6147540463804
High,F-Uniform30,45,15.510689113534054,257.54131088646596,94.31951089406631
High,control,45,4.757006368297873,268.29499363170214,98.25783866505358
High,A-Gradient45-90,46,3.9411813458940426,269.11081865410597,98.556618759103
High,B-Gradient90-45,46,6.692741447292565,266.35925855270744,97.54891322997356
High,C-Uniform90,46,1.6127997489605403,271.4392002510395,99.40934336721192
High,D-Uniform70,46,3.177287077267211,269.8747129227328,98.83638022161814
High,E-Uniform50,46,7.366705088250192,265.68529491174985,97.3020871159156
High,F-Uniform30,46,24.9793806386988,248.07261936130124,90.85178623899522
High,control,46,3.013991563941248,270.03800843605876,98.89618403676177
High,A-Gradient45-90,47,3.8470977652034093,269.20490223479663,98.59107504607057
High,B-Gradient90-45,47,3.2799784237696703,269.7720215762304,98.79877150734305
High,C-Uniform90,47,1.8072065311101868,271.24479346888984,99.33814565316857
High,D-Uniform70,47,3.9594647966166283,269.0925352033834,98.54992279982692
High,E-Uniform50,47,9.416501880098098,263.6354981199019,96.55138879037762
High,F-Uniform30,47,15.550100625300884,257.5018993746991,94.30507719214623
High,control,47,5.630787512056747,267.42121248794325,97.9378332654378
High,A-Gradient45-90,48,2.0872401999918564,270.96475980000815,99.23558875232854
High,B-Gradient90-45,48,7.350303182773457,265.70169681722655,97.30809399573214
High,C-Uniform90,48,2.2744921820614654,270.77750781793856,99.16701134506927
High,D-Uniform70,48,7.722520571460003,265.32947942854,97.17177659513206
High,E-Uniform50,48,7.58831098450551,265.46368901549454,97.22092825377383
High,F-Uniform30,48,11.599046304820577,261.4529536951794,95.75207421852959
High,control,48,7.744877217220421,265.3071227827796,97.16358890716037
High,A-Gradient45-90,49,2.619598860214312,270.4324011397857,99.04062271647368
High,B-Gradient90-45,49,4.808146235419677,268.24385376458036,98.23910968041997
High,C-Uniform90,49,1.9641785707080224,271.087821429292,99.28065768765362
High,D-Uniform70,49,3.70276537473627,269.34923462526376,98.64393398519833
High,E-Uniform50,49,12.05770720013116,260.99429279986884,95.58409855993321
High,F-Uniform30,49,22.304900176566996,250.74709982343302,91.83126284496468
High,control,49,5.994995973081954,267.0570040269181,97.80444897928528
High,A-Gradient45-90,4,2.816981301328237,270.2350186986718,98.96833522503837
High,B-Gradient90-45,4,11.856682138824334,261.1953178611757,95.6577200903768
High,C-Uniform90,4,1.7186894207391727,271.33331057926085,99.37056332832604
High,D-Uniform70,4,3.3625094448850676,269.68949055511496,98.76854612129372
High,E-Uniform50,4,5.049850001501364,268.0021499984987,98.1505903631904
High,F-Uniform30,4,23.343921338549755,249.70807866145026,91.4507414929941
High,control,4,5.847576022410266,267.2044239775897,97.85843867746425
High,A-Gradient45-90,50,4.14906888052067,268.9029311194794,98.48048398088252
High,B-Gradient90-45,50,8.973050152546456,264.07894984745354,96.7137943862171
High,C-Uniform90,50,4.158793958543026,268.893206041457,98.47692235964467
High,D-Uniform70,50,4.102127246583395,268.9498727534166,98.49767544402407
High,E-Uniform50,50,10.529874578164318,262.5221254218357,96.1436376301348
High,F-Uniform30,50,19.862762926953625,253.1892370730464,92.72564825492815
High,control,50,2.7575202423024607,270.29447975769756,98.990111684843
High,A-Gradient45-90,51,3.035263121503994,270.01673687849603,98.88839374130056
High,B-Gradient90-45,51,4.299962596987533,268.7520374030125,98.425222083344
High,C-Uniform90,51,4.658153376071322,268.3938466239287,98.29404165650817
High,D-Uniform70,51,6.895900377641415,266.1560996223586,97.47451021137314
High,E-Uniform50,51,5.378977612739629,267.6730223872604,98.03005375798763
High,F-Uniform30,51,18.86915858097192,254.1828414190281,93.08953657875719
High,control,51,5.146216625559173,267.90578337444083,98.11529795586218
High,A-Gradient45-90,52,3.4789952176314825,269.5730047823685,98.72588546590704
High,B-Gradient90-45,52,4.1292673441395875,268.92273265586044,98.48773590959247
High,C-Uniform90,52,2.516452649706226,270.53554735029377,99.07839801587014
High,D-Uniform70,52,3.0940153427564105,269.9579846572436,98.8668768795847
High,E-Uniform50,52,7.647610467174936,265.40438953282506,97.1992109681764
High,F-Uniform30,52,20.124794481475718,252.92720551852432,92.62968427937693
High,control,52,4.661105797083949,268.39089420291606,98.29296038956538
High,A-Gradient45-90,53,3.15856853272884,269.89343146727117,98.84323552556697
High,B-Gradient90-45,53,3.5128962187901824,269.53910378120986,98.71346988163788
High,C-Uniform90,53,1.885884486340175,271.16611551365986,99.30933137778146
High,D-Uniform70,53,2.707301017568134,270.3446989824319,99.00850350205525
High,E-Uniform50,53,7.060752196923721,265.9912478030763,97.41413642935277
High,F-Uniform30,53,14.695407697948818,258.3565923020512,94.61809190266
High,control,53,6.437027018512034,266.614972981488,97.64256368072307
High,A-Gradient45-90,54,1.2442279214227105,271.80777207857733,99.54432565173568
High,B-Gradient90-45,54,8.335496790757013,264.716503209243,96.94728594159463
High,C-Uniform90,54,3.363801581998921,269.6881984180011,98.76807290113277
High,D-Uniform70,54,3.442999253885918,269.6090007461141,98.73906828959834
High,E-Uniform50,54,8.046348204820758,265.0056517951793,97.05318100405024
High,F-Uniform30,54,19.081466808063936,253.97053319193608,93.01178280764691
High,control,54,3.8983676273297774,269.15363237267024,98.57229845328736
High,A-Gradient45-90,55,2.5010840305224806,270.55091596947756,99.08402647461931
High,B-Gradient90-45,55,4.1059604067389905,268.94603959326105,98.49627162344939
High,C-Uniform90,55,0.5470081387300048,272.50499186127,99.79966887672312
High,D-Uniform70,55,4.599499101318274,268.45250089868176,98.31552264721802
High,E-Uniform50,55,4.607205095636962,268.44479490436305,98.31270047623273
High,F-Uniform30,55,18.4252858749088,254.6267141250912,93.25209634981293
High,control,55,6.3728786276117715,266.67912137238824,97.66605678493042
High,A-Gradient45-90,56,3.7723967065758433,269.2796032934242,98.61843286019666
High,B-Gradient90-45,56,4.976843790494447,268.07515620950556,98.17732747224174
High,C-Uniform90,56,3.3381480522454052,269.7138519477546,98.77746800893405
High,D-Uniform70,56,2.727016967890547,270.32498303210946,99.00128291757959
High,E-Uniform50,56,5.233991554592256,267.81800844540777,98.08315209022741
High,F-Uniform30,56,28.781814679500055,244.27018532049996,89.45921850801311
High,control,56,4.207372209792316,268.8446277902077,98.45913151714973
High,A-Gradient45-90,57,3.6092409013136657,269.44275909868634,98.6781855099711
High,B-Gradient90-45,57,2.1960588050930308,270.855941194907,99.19573604841092
High,C-Uniform90,57,3.40433130655331,269.6476686934467,98.75322967546353
High,D-Uniform70,57,5.018439333768576,268.03356066623144,98.16209391113466
High,E-Uniform50,57,9.698471989847562,263.35352801015244,96.44812270562106
High,F-Uniform30,57,19.936990746283982,253.11500925371604,92.69846375551764
High,control,57,4.882559932482817,268.1694400675172,98.21185710689436
High,A-Gradient45-90,58,4.128673355767748,268.92332664423225,98.48795344631507
High,B-Gradient90-45,58,4.313620924549509,268.7383790754505,98.42021998573549
High,C-Uniform90,58,2.2474615529929984,270.804538447007,99.17691078879005
High,D-Uniform70,58,8.510697986404873,264.54130201359516,96.88312190117455
High,E-Uniform50,58,11.025959791256646,262.0260402087434,95.9619560408799
High,F-Uniform30,58,16.510459206368182,256.54154079363184,93.95336448501817
High,control,58,7.3714506071611225,265.6805493928389,97.30034916163912
High,A-Gradient45-90,59,2.6556010463546147,270.3963989536454,99.02743761395097
High,B-Gradient90-45,59,7.3628618302757785,265.68913816972423,97.30349463462059
High,C-Uniform90,59,1.323970806953036,271.728029193047,99.51512136627711
High,D-Uniform70,59,4.113989486606175,268.93801051339386,98.49333112864723
