density,architecture,repetition,absorbedPAR_umol_m2_s1,absorbedPAR_%,absorbedPAR_umol_m2_s1_crop,absorbedPAR_umol_m2_s1_crop%
Low,B-Gradient90-45,16,13.575661317637625,4.971822699572837,259.4763386823624,95.02817730042716
Low,B-Gradient90-45,17,25.55410585830631,9.358695727665904,247.4978941416937,90.64130427233408
Low,B-Gradient90-45,18,19.182997496923576,7.025400838273872,253.86900250307644,92.97459916172612
Low,B-Gradient90-45,19,22.04827312855368,8.074752475189225,251.00372687144636,91.92524752481076
Low,B-Gradient90-45,1,20.450617724267808,7.48964216496045,252.60138227573225,92.51035783503956
Low,B-Gradient90-45,20,23.066274468555797,8.447575724973921,249.98572553144425,91.55242427502608
Low,B-Gradient90-45,21,18.058176922587812,6.61345711534353,254.9938230774122,93.38654288465646
Low,B-Gradient90-45,22,28.54400842291042,10.45368956202863,244.5079915770896,89.54631043797137
Low,B-Gradient90-45,23,32.19378307096193,11.790348750773452,240.8582169290381,88.20965124922655
Low,B-Gradient90-45,24,35.34424208178724,12.944143270068423,237.7077579182128,87.05585672993158
Low,B-Gradient90-45,25,26.41403392472055,9.673627706341849,246.63796607527948,90.32637229365815
Low,B-Gradient90-45,26,25.32647194129216,9.275329219816063,247.72552805870785,90.72467078018394
Low,B-Gradient90-45,27,29.4726886437532,10.79380068402839,243.5793113562468,89.20619931597162
Low,B-Gradient90-45,28,25.92688836314468,9.495220091097917,247.1251116368553,90.5047799089021
Low,B-Gradient90-45,29,27.939552070214127,10.232319144417229,245.1124479297859,89.76768085558278
Low,B-Gradient90-45,2,23.832893303812448,8.728335007182677,249.2191066961876,91.2716649928173
Low,B-Gradient90-45,30,33.78056643866711,12.37147738843411,239.2714335613329,87.6285226115659
Low,B-Gradient90-45,31,23.8444778008292,8.732577604569531,249.2075221991708,91.26742239543046
Low,B-Gradient90-45,32,24.693889974062497,9.043658341291218,248.35811002593752,90.95634165870878
Low,B-Gradient90-45,33,22.174858762233104,8.121112008787009,250.8771412377669,91.878887991213
Low,B-Gradient90-45,34,33.637025460105306,12.318908288569688,239.41497453989476,87.68109171143031
Low,B-Gradient90-45,35,22.41554283034862,8.20925788141036,250.6364571696514,91.79074211858963
Low,B-Gradient90-45,36,16.870673190356747,6.1785569013802295,256.1813268096433,93.82144309861977
Low,B-Gradient90-45,37,21.316987594225655,7.8069333292653615,251.7350124057744,92.19306667073464
Low,B-Gradient90-45,38,16.69896020934063,6.11567035192587,256.3530397906594,93.88432964807414
Low,B-Gradient90-45,39,20.59457972292551,7.542365455270611,252.4574202770745,92.4576345447294
Low,B-Gradient90-45,3,22.96347538152017,8.409927552817837,250.08852461847985,91.59007244718217
Low,B-Gradient90-45,40,20.912371112485737,7.658750389114796,252.13962888751428,92.3412496108852
Low,B-Gradient90-45,41,27.52233870277358,10.07952283915649,245.52966129722645,89.9204771608435
Low,B-Gradient90-45,42,17.49082286850073,6.4056746951132855,255.56117713149928,93.59432530488672
Low,B-Gradient90-45,43,17.62782411454305,6.455848744760356,255.42417588545695,93.54415125523964
Low,B-Gradient90-45,44,26.676418445090334,9.769720948790098,246.37558155490967,90.23027905120988
Low,B-Gradient90-45,45,17.4489839185902,6.390351991045735,255.6030160814098,93.60964800895428
Low,B-Gradient90-45,46,32.07473148651419,11.74674841660716,240.97726851348585,88.25325158339284
Low,B-Gradient90-45,47,19.426071643311552,7.114422030716329,253.6259283566885,92.88557796928367
Low,B-Gradient90-45,48,25.64524388002144,9.392073260778696,247.40675611997855,90.60792673922133
Low,B-Gradient90-45,49,25.1612384183476,9.214815646231338,247.8907615816524,90.78518435376866
Low,B-Gradient90-45,4,27.31676879474448,10.00423684673413,245.73523120525556,89.99576315326586
Low,B-Gradient90-45,50,25.30894150913276,9.26890903898626,247.74305849086727,90.73109096101376
Low,B-Gradient90-45,51,21.04349488310624,7.706771927364106,252.0085051168938,92.29322807263588
Low,B-Gradient90-45,52,27.445298057728145,10.051308196873908,245.60670194227188,89.9486918031261
Low,B-Gradient90-45,53,21.20514997897673,7.765974971425492,251.84685002102327,92.23402502857452
Low,B-Gradient90-45,54,30.310601088148022,11.1006698680647,242.741398911852,88.8993301319353
Low,B-Gradient90-45,55,19.63946936611485,7.192574808503453,253.4125306338852,92.80742519149656
Low,B-Gradient90-45,56,26.95515365559057,9.871802314427498,246.09684634440944,90.1281976855725
Low,B-Gradient90-45,57,21.96292056694497,8.043493754649285,251.08907943305505,91.95650624535072
Low,B-Gradient90-45,58,27.756483450422373,10.165273812468822,245.29551654957768,89.83472618753117
Low,B-Gradient90-45,59,25.35329449321989,9.285152459319065,247.69870550678013,90.71484754068094
Low,B-Gradient90-45,5,21.445442042893912,7.853977280112913,251.6065579571061,92.14602271988709
Low,B-Gradient90-45,60,22.37525195368157,8.194502129148136,250.67674804631844,91.80549787085188
Low,B-Gradient90-45,61,16.33712863447559,5.983156554237137,256.71487136552446,94.01684344576287
Low,B-Gradient90-45,62,20.955592021637965,7.674579208955789,252.09640797836207,92.3254207910442
Low,B-Gradient90-45,63,21.99682624776212,8.055911052752633,251.0551737522379,91.94408894724737
Low,B-Gradient90-45,64,25.229817677790667,9.239931470119489,247.82218232220936,90.76006852988051
Low,B-Gradient90-45,65,16.033138696119092,5.871826134259808,257.0188613038809,94.1281738657402
Low,B-Gradient90-45,67,29.03450920005598,10.633325959910923,244.01749079994403,89.36667404008907
Low,B-Gradient90-45,68,12.350598713545676,4.523167277128779,260.7014012864544,95.47683272287124
Low,B-Gradient90-45,69,24.544048833002137,8.988781929083887,248.50795116699788,91.01121807091612
Low,B-Gradient90-45,6,31.06672041674905,11.377583909566328,241.98527958325096,88.62241609043367
Low,B-Gradient90-45,70,20.18320279259841,7.391706631923009,252.8687972074016,92.608293368077
Low,B-Gradient90-45,71,16.173492358875666,5.923227941518709,256.8785076411244,94.0767720584813
Low,B-Gradient90-45,72,21.92218912023576,8.028576652152614,251.12981087976425,91.97142334784738
Low,B-Gradient90-45,73,16.938643296715803,6.203449634764001,256.11335670328424,93.79655036523602
Low,B-Gradient90-45,74,19.97205010903377,7.31437605622144,253.07994989096625,92.68562394377857
Low,B-Gradient90-45,75,24.727422365226165,9.055938929297776,248.32457763477385,90.94406107070222
Low,B-Gradient90-45,76,30.12315322524204,11.032020723247602,242.928846774758,88.9679792767524
Low,B-Gradient90-45,77,24.426954863624108,8.945898533474981,248.62504513637592,91.054101466525
Low,B-Gradient90-45,78,25.83649613165415,9.46211568919259,247.21550386834588,90.5378843108074
Low,B-Gradient90-45,79,28.17156586464824,10.317289697437936,244.88043413535175,89.68271030256206
Low,B-Gradient90-45,7,28.16642469175011,10.315406842561163,244.8855753082499,89.68459315743884
Low,B-Gradient90-45,80,28.686587515061056,10.505906389647778,244.36541248493896,89.49409361035222
Low,B-Gradient90-45,81,29.125118529932536,10.66650986989018,243.92688147006749,89.33349013010982
Low,B-Gradient90-45,82,16.943154361174162,6.205101724643717,256.10884563882587,93.79489827535627
Low,B-Gradient90-45,83,28.880790462807923,10.577029453293848,244.1712095371921,89.42297054670615
Low,B-Gradient90-45,84,30.232389340991464,11.072026332343825,242.81961065900856,88.92797366765618
Low,B-Gradient90-45,85,30.59556415910512,11.205032066824309,242.4564358408949,88.79496793317568
Low,B-Gradient90-45,86,20.972922926388755,7.6809263167414095,252.07907707361127,92.3190736832586
Low,B-Gradient90-45,87,24.919520374628128,9.126291100093802,248.1324796253719,90.8737088999062
Low,B-Gradient90-45,88,23.37017822134484,8.558874581158475,249.6818217786552,91.44112541884152
Low,B-Gradient90-45,89,31.088848993453905,11.385688071669096,241.96315100654613,88.6143119283309
Low,B-Gradient90-45,8,23.81663947041674,8.722382355894386,249.2353605295833,91.27761764410562
Low,B-Gradient90-45,90,25.935334634091024,9.49831337404268,247.116665365909,90.50168662595732
Low,B-Gradient90-45,91,19.645630077505334,7.194831049582254,253.4063699224947,92.80516895041777
Low,B-Gradient90-45,92,15.485388468147931,5.671223235188876,257.5666115318521,94.32877676481114
Low,B-Gradient90-45,94,29.20002655248518,10.6939434805404,243.85197344751484,89.3060565194596
Low,B-Gradient90-45,95,31.495566695289604,11.534640542933069,241.5564333047104,88.46535945706694
Low,B-Gradient90-45,96,17.400304260732547,6.372524010346947,255.65169573926747,93.62747598965304
Low,B-Gradient90-45,97,22.762827944548373,8.3364443199641,250.28917205545164,91.6635556800359
Low,B-Gradient90-45,98,30.654517096614157,11.226622436976896,242.39748290338588,88.7733775630231
Low,B-Gradient90-45,99,18.347174388837143,6.719296833144288,254.70482561116287,93.2807031668557
Low,B-Gradient90-45,9,25.32932244791295,9.276373162589158,247.72267755208708,90.72362683741083
Low,C-Uniform90,100,12.292054757184689,4.5017266883907405,260.7599452428153,95.49827331160924
Low,C-Uniform90,10,9.897323846553231,3.624702930779936,263.1546761534468,96.37529706922008
Low,C-Uniform90,11,17.52503531749048,6.418204341111027,255.52696468250957,93.58179565888898
Low,C-Uniform90,12,7.516722853299033,2.7528539814024557,265.535277146701,97.24714601859756
Low,C-Uniform90,13,17.919834346653616,6.562791829634507,255.1321656533464,93.4372081703655
Low,C-Uniform90,14,14.384992079629674,5.268224396682563,258.66700792037034,94.73177560331744
Low,C-Uniform90,15,23.440554607410764,8.584648567822525,249.61144539258925,91.41535143217747
Low,C-Uniform90,16,20.08015570498812,7.353967634365659,252.9718442950119,92.64603236563434
Low,C-Uniform90,17,26.106448346071858,9.56098045283384,246.94555165392816,90.43901954716615
Low,C-Uniform90,18,12.46559409072186,4.565282104039473,260.58640590927814,95.43471789596052
Low,C-Uniform90,19,8.993248617211444,3.2936029097796187,264.05875138278856,96.70639709022038
Low,C-Uniform90,1,20.030175157544235,7.335663228082649,253.02182484245577,92.66433677191736
Low,C-Uniform90,20,10.747044433425422,3.935896618016137,262.3049555665746,96.06410338198388
Low,C-Uniform90,21,14.679183441131478,5.375966277899988,258.3728165588685,94.6240337221
Low,C-Uniform90,22,16.667619077187236,6.104192270039127,256.3843809228128,93.89580772996088
Low,C-Uniform90,23,12.50512810036802,4.579760668432393,260.546871899632,95.4202393315676
Low,C-Uniform90,24,20.347556645604428,7.45189804345122,252.7044433543956,92.5481019565488
Low,C-Uniform90,25,17.94394522827446,6.5716219724720775,255.1080547717256,93.42837802752793
Low,C-Uniform90,26,26.745376043626536,9.794975332034388,246.30662395637347,90.2050246679656
Low,C-Uniform90,27,17.705827602596514,6.484416009623264,255.3461723974035,93.51558399037674
Low,C-Uniform90,29,20.84719335774792,7.634880300363271,252.2048066422521,92.36511969963672
Low,C-Uniform90,2,26.91342241706583,9.856519057566262,246.1385775829342,90.14348094243374
Low,C-Uniform90,30,13.106813538896342,4.800116292463099,259.9451864611037,95.1998837075369
Low,C-Uniform90,31,15.19347039006614,5.564313899940722,257.8585296099339,94.43568610005929
Low,C-Uniform90,32,16.482893264300426,6.0365400232558,256.5691067356996,93.96345997674422
Low,C-Uniform90,33,13.617531631020007,4.9871568899037575,259.43446836898,95.01284311009624
Low,C-Uniform90,34,14.451961662767944,5.292750707838779,258.6000383372321,94.70724929216122
Low,C-Uniform90,35,15.52063228929611,5.684130601239365,257.53136771070393,94.31586939876064
Low,C-Uniform90,36,28.13888170724332,10.305319758596648,244.9131182927567,89.69468024140336
Low,C-Uniform90,37,13.85399457346512,5.073756857106016,259.1980054265349,94.92624314289398
Low,C-Uniform90,38,21.648653645048554,7.928399588740809,251.40334635495145,92.0716004112592
Low,C-Uniform90,39,11.730387538373458,4.296026961301678,261.32161246162656,95.70397303869832
Low,C-Uniform90,3,12.509175807943814,4.581243062839245,260.54282419205623,95.41875693716077
Low,C-Uniform90,40,8.142926244675788,2.982188830213948,264.90907375532424,97.01781116978606
Low,C-Uniform90,41,18.037909235459,6.606034467961779,255.01409076454104,93.39396553203822
Low,C-Uniform90,42,13.055658013541205,4.78138157330516,259.9963419864588,95.21861842669485
Low,C-Uniform90,43,14.576992128139397,5.3385406912014535,258.4750078718606,94.66145930879854
Low,C-Uniform90,44,23.327156763702504,8.543118806565234,249.72484323629752,91.45688119343475
Low,C-Uniform90,45,16.566408737756767,6.06712594588458,256.48559126224325,93.93287405411542
Low,C-Uniform90,46,21.025948351359368,7.700345850372591,252.02605164864065,92.2996541496274
Low,C-Uniform90,47,14.966959464488566,5.481358665927576,258.08504053551144,94.5186413340724
Low,C-Uniform90,48,16.30375041677573,5.970932429271982,256.74824958322426,94.029067570728
Low,C-Uniform90,49,16.16990839343114,5.921915383674589,256.8820916065689,94.0780846163254
Low,C-Uniform90,4,8.629175145866268,3.160268060979692,264.4228248541337,96.83973193902033
Low,C-Uniform90,50,22.623208966157737,8.285311576607288,250.4287910338423,91.71468842339272
Low,C-Uniform90,51,18.14200373464663,6.644157059698016,254.90999626535336,93.35584294030198
Low,C-Uniform90,52,23.80330443477268,8.717498657681567,249.2486955652273,91.28250134231844
Low,C-Uniform90,53,12.595590782194677,4.612890871407158,260.45640921780534,95.38710912859284
Low,C-Uniform90,54,13.97222663354465,5.117057056364594,259.07977336645536,94.8829429436354
Low,C-Uniform90,55,15.554101146004651,5.696387920983788,257.49789885399537,94.3036120790162
Low,C-Uniform90,56,16.072820469435406,5.886358814231504,256.97917953056464,94.1136411857685
Low,C-Uniform90,57,17.552273324181122,6.42817973286448,255.4997266758189,93.57182026713552
Low,C-Uniform90,58,20.508934143655196,7.510999422694282,252.54306585634484,92.48900057730572
Low,C-Uniform90,59,18.749327461692037,6.866577597560916,254.302672538308,93.1334224024391
Low,C-Uniform90,5,8.20218658586068,3.00389178100167,264.84981341413936,96.99610821899832
Low,C-Uniform90,60,11.93466917275538,4.370841148482846,261.11733082724464,95.62915885151716
Low,C-Uniform90,61,19.629689889667368,7.188993264897296,253.42231011033263,92.81100673510272
Low,C-Uniform90,62,10.624955647705647,3.8911839677811,262.4270443522944,96.1088160322189
Low,C-Uniform90,63,12.704401399600558,4.652740649986288,260.34759860039946,95.34725935001372
Low,C-Uniform90,64,17.488292571084717,6.404748022751973,255.5637074289153,93.59525197724804
Low,C-Uniform90,65,15.681481631496062,5.743038553644017,257.37051836850395,94.25696144635596
Low,C-Uniform90,66,14.42288776378859,5.282102956136043,258.6291122362114,94.71789704386396
Low,C-Uniform90,67,9.69144307917318,3.549303092148447,263.36055692082687,96.45069690785157
Low,C-Uniform90,68,17.49244652276331,6.406269327001198,255.5595534772367,93.5937306729988
Low,C-Uniform90,69,9.551501693733428,3.498052273461988,263.5004983062666,96.501947726538
Low,C-Uniform90,6,17.708886750807117,6.485536363332669,255.3431132491929,93.51446363666732
Low,C-Uniform90,70,24.540453771792297,8.987465307630888,248.5115462282077,91.0125346923691
Low,C-Uniform90,71,14.511829022635329,5.314675967447712,258.5401709773647,94.6853240325523
Low,C-Uniform90,72,14.866299695400114,5.444493977484184,258.1857003045999,94.5555060225158
Low,C-Uniform90,73,21.184991024808507,7.758592145382018,251.8670089751915,92.241407854618
Low,C-Uniform90,74,19.04730778629561,6.975707113039133,254.0046922137044,93.02429288696086
Low,C-Uniform90,75,15.355730872678748,5.6237386551568,257.6962691273213,94.3762613448432
Low,C-Uniform90,76,19.37753650550228,7.09664697768274,253.67446349449773,92.90335302231726
Low,C-Uniform90,77,17.80939981279138,6.522347323144081,255.24260018720864,93.47765267685593
Low,C-Uniform90,78,13.61008804821926,4.984430822048276,259.44191195178075,95.01556917795172
Low,C-Uniform90,79,17.959698387224787,6.577391261453784,255.09230161277523,93.42260873854622
Low,C-Uniform90,7,16.27802835684641,5.961512223622756,256.77397164315363,94.03848777637724
Low,C-Uniform90,80,20.89877292077003,7.653770315093839,252.15322707923,92.34622968490616
Low,C-Uniform90,81,12.687099337263112,4.646404105175246,260.3649006627369,95.35359589482476
Low,C-Uniform90,82,9.741361121893878,3.5675846072886763,263.31063887810615,96.43241539271132
Low,C-Uniform90,83,18.8948964878637,6.919889430534733,254.15710351213636,93.08011056946526
Low,C-Uniform90,84,21.990689702479813,8.053663662042327,251.0613102975202,91.94633633795767
Low,C-Uniform90,85,14.877048777246,5.448430620265005,258.17495122275403,94.551569379735
Low,C-Uniform90,86,17.237669287978765,6.312962105378743,255.81433071202125,93.68703789462126
Low,C-Uniform90,87,15.41466730724057,5.645322981424992,257.63733269275946,94.354677018575
Low,C-Uniform90,88,11.564671462294942,4.235336661989271,261.4873285377051,95.76466333801072
Low,C-Uniform90,89,12.681879688328468,4.644492509971898,260.37012031167154,95.3555074900281
Low,C-Uniform90,8,24.73706091789426,9.059468862302516,248.31493908210572,90.94053113769748
Low,C-Uniform90,90,8.119382816789322,2.9735665063025807,264.9326171832107,97.02643349369744
Low,C-Uniform90,92,15.80296543909587,5.787529642374298,257.24903456090414,94.2124703576257
Low,C-Uniform90,93,16.33723454393913,5.983195341524372,256.7147654560609,94.01680465847562
Low,C-Uniform90,94,27.033496462026704,9.900493848068024,246.0185035379733,90.09950615193198
Low,C-Uniform90,95,14.614310974980553,5.3522079951732815,258.4376890250195,94.64779200482673
Low,C-Uniform90,96,15.644602996196877,5.729532468612892,257.4073970038032,94.27046753138713
Low,C-Uniform90,97,13.089838039841243,4.793899345121531,259.9621619601588,95.20610065487848
Low,C-Uniform90,98,18.785826980818506,6.879944838645572,254.2661730191815,93.12005516135444
Low,C-Uniform90,99,13.427749489007,4.917652860629843,259.624250510993,95.08234713937016
Low,C-Uniform90,9,22.18541007630189,8.124976222954562,250.86658992369811,91.87502377704544
Low,D-Uniform70,100,19.31248716982421,7.072823919921557,253.7395128301758,92.92717608007844
Low,D-Uniform70,10,21.25529512702192,7.784339659486807,251.7967048729781,92.2156603405132
Low,D-Uniform70,11,20.55858549675264,7.529183267931618,252.49341450324735,92.4708167320684
Low,D-Uniform70,12,22.065396617162367,8.081023620834992,250.98660338283764,91.918976379165
